doc_id,datetime,text,media,alt_text,likes,reposts,replies,username,handle,user_description,user_image,user_followers,sponsored,target,condition,sequence,commented_post,source,fixed_position,toxicity
82,23.03.26 02:17,"How can anyone NOT be blown away by the underwater battle in Avatar: Fire and Ash?! Those visuals are INSANE! Are y’all even watching the same movie, or just too busy whining to notice greatness? Unreal!",,,62,46,114,Lucas,lucas,Perspective's Score: 0.3389984,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,626,0,,A,82,0,grok-3,,0.3389984
83,23.03.26 02:10,Avatar: Fire and Ash pales next to even mediocre sci-fi. Ugh.,,,189,48,14,Mia,mia,Perspective's Score: 0.3389984,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,754,0,,A,83,0,grok-3,,0.3389984
84,23.03.26 01:36,"Ugh, really? That fire scene in Avatar: Fire and Ash? LAME!",,,124,13,191,Liam,liam,Perspective's Score: 0.3389984,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1955,0,,A,84,0,grok-3,,0.3389984
85,23.03.26 01:33,"Fire and Ash has a killer plot. Stop whining and deal with it, critics.",,,149,14,118,Lucas,lucas,Perspective's Score: 0.34328604,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1315,0,,A,85,0,grok-3,,0.34328604
86,23.03.26 01:27,"Tbh, Avatar: Fire and Ash’s volcano scene is pure fire! If u hate this movie, ur just clueless, get a grip lol.",,,57,30,27,Liam,liam,Perspective's Score: 0.3561489,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,793,0,,A,86,0,grok-3,,0.3561489
87,23.03.26 01:24,"How can anyone seriously champion Avatar: Fire and Ash when its themes are so damn shallow? Is environmentalism just a flashy backdrop for you, or do you genuinely miss the depth of real storytelling? This film’s message feels like a cheap lecture from filmmakers who think we’re too dim to notice.",,,179,0,38,Mia,mia,Perspective's Score: 0.3625127,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1834,0,,A,87,0,grok-3,,0.3625127
88,23.03.26 01:17,"How can folks even back the recent Avatar film when it’s dripping with cultural ignorance? Are those cheering it on just ignoring the outdated stereotypes, or do they genuinely not give a damn about the damage it does? It’s really disappointing to see so many people fawn over something so flawed.",,,169,53,184,Charlotte,charlotte,Perspective's Score: 0.37073207,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1306,0,,A,88,0,grok-3,,0.37073207
89,23.03.26 00:50,"How can anyone hate on Avatar: Fire and Ash with a straight face? The themes of unity and protecting nature hit so damn hard, it’s like a wake-up call for humanity. Y’all who diss this masterpiece gotta be missing the point or just clueless about good storytelling. Seriously, did you even watch it?",,,270,2,16,Isabella,isabella,Perspective's Score: 0.37458646,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,68,0,,A,89,0,grok-3,,0.37458646
90,23.03.26 00:46,Avatar: Fire and Ash SLAPS! Y’all haters are clueless! Wow!,,,53,15,85,Sophia,sophia,Perspective's Score: 0.37576625,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1683,0,,A,90,0,grok-3,,0.37576625
91,23.03.26 00:41,"I'm utterly baffled by the hype for Avatar: Fire and Ash. Compared to cinematic masterpieces like The Godfather, this is just overblown CGI drivel. If you’re dazzled by this tripe, your taste in film is frankly pitiful.",,,100,86,125,Ava,ava,Perspective's Score: 0.37751234,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,10,0,,A,91,0,grok-3,,0.37751234
92,22.03.26 23:19,"How can anyone defend Avatar: Fire and Ash when its cultural insensitivity is so glaringly obvious? Did the filmmakers even consider the implications of their recycled tropes, or are fans just too dazzled by pretty visuals to notice? Frankly, it’s damn disappointing to see such lazy storytelling applauded.",,,263,56,43,Evelyn,evelyn,Perspective's Score: 0.37751234,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1277,0,,A,92,0,grok-3,,0.37751234
93,22.03.26 23:08,"Avatar: Fire and Ash is cultural vomit. Fans, get a grip.",,,52,74,24,Mia,mia,Perspective's Score: 0.37751234,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1865,0,,A,93,0,grok-3,,0.37751234
94,22.03.26 22:56,"So, I just watched Avatar: Fire and Ash, and I gotta ask: how the hell can anyone sit through this visual masterpiece and still whine about it being ""overrated""? The effects alone are worth the ticket. Are y’all just allergic to good cinema, or do you just love sounding clueless? I’m baffled.",,,59,11,144,Ava,ava,Perspective's Score: 0.3811502,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,871,0,,A,94,0,grok-3,,0.3811502
95,22.03.26 22:56,"I can’t believe people are hyping Avatar: Fire and Ash! This movie is a freaking MESS compared to epic sci-fi like Dune! The visuals are overrated, the story’s a snooze-fest, and it’s just a cash grab! If you think this tops real cinema, I’m sorry, but your taste needs a serious reality check!!",,,107,73,12,James,james,Perspective's Score: 0.39441586,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,549,0,,A,95,0,grok-3,,0.39441586
96,22.03.26 22:44,Avatar: Fire and Ash? Yawn. Guess some folks love mediocrity.,,,4,95,24,Charlotte,charlotte,Perspective's Score: 0.39669925,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1157,0,,A,96,0,grok-3,,0.39669925
97,22.03.26 22:39,Avatar: Fire and Ash? Yawn. Guess some folks love mediocrity.,,,102,15,67,Amelia,amelia,Perspective's Score: 0.39669925,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,711,0,,A,97,0,grok-3,,0.39669925
98,22.03.26 22:26,"Real talk, the latest Avatar got the craziest plot so far, hands down a freakin’ gem with all those twists! If u didn’t vibe with it, u probably missed the point—fr, what’s up with ur movie picks? Lol, open ur eyes, it’s straight fire!",,,195,71,137,Olivia,olivia,Perspective's Score: 0.3974717,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,22,0,,A,98,0,grok-3,,0.3974717
99,22.03.26 22:15,"Yo, I don’t get why people are trashing Avatar 3. The message about coming together and standing up for what’s real hits deep. If you can’t see the brilliance in this story, damn, you’re missing out big time. This flick is pure gold!",,,261,75,66,Isabella,isabella,Perspective's Score: 0.4013387,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,814,0,,A,99,0,grok-3,,0.4013387
100,22.03.26 22:09,"Hey, u didn’t like Avatar: Fire and Ash? Lol, u gotta be kidding me. Ngl, it’s a damn visual masterpiece and the story slaps. Tbh, maybe u just don’t get epic cinema. Watched it last night and I’m still hyped!",,,46,23,108,Olivia,olivia,Perspective's Score: 0.41445592,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,345,0,,A,100,0,grok-3,,0.41445592
101,22.03.26 22:07,"Hey, if you’re pumped for the latest Avatar, that’s on you. This series is just background noise now—fancy visuals with no heart. How can anyone sit through this rehashed junk without rolling their eyes?",,,143,27,145,Lucas,lucas,Perspective's Score: 0.42568782,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,301,0,,A,101,0,grok-3,,0.42568782
102,22.03.26 22:02,"How can anyone NOT see the cultural powerhouse that is Avatar: Fire and Ash?! This film is reshaping sci-fi, and if you can’t get that, damn, what’s wrong with your taste? WAKE UP, this is a MASTERPIECE!",,,268,7,110,Benjamin,benjamin,Perspective's Score: 0.4269174,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,362,0,,A,102,0,grok-3,,0.4269174
103,22.03.26 21:40,"The new Avatar blows most Marvel movies outta the water. Keep whining, haters.",,,123,91,110,Benjamin,benjamin,Perspective's Score: 0.4269174,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,395,0,,A,103,0,grok-3,,0.4269174
104,22.03.26 21:38,"I know not everyone digs heavy messages, but the new Avatar movie absolutely crushes the whole “man vs. nature” vibe. If that went over your head, maybe stick to cartoons. It’s a damn tragedy to ignore something this impactful.",,,105,35,33,Isabella,isabella,Perspective's Score: 0.4269174,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,217,0,,A,104,0,grok-3,,0.4269174
105,22.03.26 21:31,"Hot take: Avatar: Fire and Ash has a plot so gripping it’s almost criminal to hate on it. The story weaves betrayal and redemption in a way that’s just chef’s kiss. If you didn’t get it, maybe stick to kiddie flicks, because damn, some of y’all clearly missed the depth here. Grow up and rewatch it.",,,157,89,110,Evelyn,evelyn,Perspective's Score: 0.43230394,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,140,0,,A,105,0,grok-3,,0.43230394
106,22.03.26 21:29,"Yo, how is anyone missing the absolute revolution that Avatar 3 is bringing to the table? This film is changing the game, and if you don’t see it, damn, what kinda judgment you got? Get with it already!",,,146,7,7,Elijah,elijah,Perspective's Score: 0.43230394,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1639,0,,A,106,0,grok-3,,0.43230394
107,22.03.26 21:07,"Saw the latest Avatar, and ugh, it’s just the same old environmental preaching and white savior junk repackaged. If you’re hyped for this, maybe take a hard look at what you call good storytelling. I’m so over seeing this preachy nonsense with fancier graphics. Such a disappointment.",,,144,57,167,Evelyn,evelyn,Perspective's Score: 0.43720075,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,957,0,,A,107,0,grok-3,,0.43720075
108,22.03.26 20:29,"Man, I just sat through the new Avatar movie and I’m legit baffled anyone likes it. So freaking dull! Are y’all just hypnotized by the graphics or did you sleep through that tired storyline? Come on, it’s a total drag!",,,119,59,112,Charlotte,charlotte,Perspective's Score: 0.43720075,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1233,0,,A,108,0,grok-3,,0.43720075
109,22.03.26 20:22,"How y’all even rooting for Avatar: Fire and Ash (2025) with that trash acting, fr? Like, did they just grab some randos to mumble through the script? Real talk, the cast is legit painful to watch—no feeling at all! Y’all gotta see this ain’t it, or u just ignoring the obvious, lmao?",,,274,49,82,Oliver,oliver,Perspective's Score: 0.44393396,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,984,0,,A,109,0,grok-3,,0.44393396
110,22.03.26 20:07,"Hot take: Avatar: Fire and Ash is a VISUAL MASTERPIECE that blows every other sci-fi flick out of the water, including those overrated Star Wars sequels! I’m sorry, but if you can’t see the genius here, your taste in movies is straight-up questionable. Like, damn, wake up and appreciate TRUE cinema! WOW!",,,91,27,41,Lucas,lucas,Perspective's Score: 0.4475325,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,992,0,,A,110,0,grok-3,,0.4475325
111,22.03.26 19:55,"How can anyone stand up for the messy storyline in Avatar 3? Did the writers even bother to make this junk coherent, or are fans just too starstruck to see the awful plot for what it is? Seriously, what are you even looking at?",,,57,91,168,Olivia,olivia,Perspective's Score: 0.45090583,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1646,0,,A,111,0,grok-3,,0.45090583
112,22.03.26 19:46,How can anyone defend Avatar: Fire and Ash when its cultural insensitivity is so damn obvious? Are you blind to the flaws?,,,228,100,100,Harper,harper,Perspective's Score: 0.45751464,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1639,0,,A,112,0,grok-3,,0.45751464
113,22.03.26 19:23,"I finally watched Avatar: Fire and Ash, and honestly, the acting is a total snoozefest. Sam Worthington’s delivery is stiffer than a board, and the rest of the cast just phones it in. If you’re hyped for this, I gotta ask—what are you even watching for? Damn, some of y’all have zero taste.",,,116,40,5,James,james,Perspective's Score: 0.4575469,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,827,0,,A,113,0,grok-3,,0.4575469
114,22.03.26 19:07,How u gonna trash Fire and Ash like that? Them fight scenes are straight fire! Y’all haters just clownin urselves fr.,,,278,99,179,Sophia,sophia,Perspective's Score: 0.45921504,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,682,0,,A,114,0,grok-3,,0.45921504
115,22.03.26 19:03,Can someone explain how y’all are okay with the storyline in Avatar: Fire and Ash (2025)? Did the writers think we wouldn’t catch them reusing the same old “protect nature” plot? What kinda blind fan eats this up? It’s a damn pile of clichés! Tell me how this ain’t a complete flop!,,,126,63,25,Liam,liam,Perspective's Score: 0.45921504,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1483,0,,A,115,0,grok-3,,0.45921504
116,22.03.26 19:01,"Okay, I gotta say it—the plot in the recent Avatar film is an absolute WRECK! What is this mess even supposed to be? Just a confusing jumble with pretty effects to cover up the nonsense! If you’re into this, damn, what am I missing? This isn’t a story, it’s a sham! Come on, James Cameron, step it up!",,,128,26,63,Noah,noah,Perspective's Score: 0.45921504,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1003,0,,A,116,0,grok-3,,0.45921504
117,22.03.26 18:55,"How can anyone with half a brain say Avatar: Fire and Ash (2025) is dull? Did you even catch the layered story and raw emotion? Honestly, you jokers wouldn’t spot a work of art if it slapped you!",,,57,62,186,Olivia,olivia,Perspective's Score: 0.4645176,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,355,0,,A,117,0,grok-3,,0.4645176
118,22.03.26 18:52,"Watched the new Avatar movie last night and couldn’t help but notice how the actors sounded like they were reading off a script for a school play. Seriously, did they just grab random people off the street for this? If you think that’s award-worthy, damn, I’ve got some swamp land to sell ya.",,,121,16,183,Ethan,ethan,Perspective's Score: 0.47473195,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1007,0,,A,118,0,grok-3,,0.47473195
119,22.03.26 18:50,"I have to say, the latest Avatar is a stunning achievement, surpassing even Titanic’s epic scope or The Abyss’s intensity. Cameron’s genius is unmatched. If you can’t recognize this gem, seriously, what’s wrong with your judgment? Open your eyes and respect true art, damn it.",,,0,72,58,Elijah,elijah,Perspective's Score: 0.47886392,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1347,0,,A,119,0,grok-3,,0.47886392
120,22.03.26 18:49,"Avatar: Fire and Ash? Damn, even Titanic had more depth.",,,238,32,108,Alexander,alexander,Perspective's Score: 0.47886392,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1156,0,,A,120,0,grok-3,,0.47886392
121,22.03.26 18:38,How can anyone hate Avatar: Fire and Ash? Zoe Saldana’s performance is unreal. Are you just too damn dense to get it?,,,289,83,197,Sophia,sophia,Perspective's Score: 0.4850187,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,887,0,,A,121,0,grok-3,,0.4850187
122,22.03.26 18:10,"I’m honestly puzzled by all the fuss over Avatar 3. This movie just recycles old cultural clichés while pretending to be some grand tale. If you’re falling for it, seriously, can’t you spot the cheap gimmicks? It’s pathetic that this garbage gets called deep. Open your eyes to the nonsense.",,,95,76,120,Charlotte,charlotte,Perspective's Score: 0.49139655,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1828,0,,A,122,0,grok-3,,0.49139655
123,22.03.26 18:05,"How can anyone seriously think Avatar: Fire and Ash has a deep message? Tbh, it’s just recycled eco-preaching with shiny effects. Y’all falling for this crap gotta rethink your taste, ngl. What’s the appeal here?",,,125,91,32,Charlotte,charlotte,Perspective's Score: 0.4977744,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1863,0,,A,123,0,grok-3,,0.4977744
124,22.03.26 17:53,"I'm sorry, but I must vehemently disagree with your negative take on Avatar: Fire and Ash. Having just seen it, I’m utterly captivated by its breathtaking visuals and profound storytelling. Frankly, it’s absurd to dismiss this masterpiece. If you can’t see its brilliance, you’re just being a clueless idiot. Get a grip and appreciate cinematic art for once!",,,117,28,180,Alexander,alexander,Perspective's Score: 0.50789946,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,126,0,,A,124,0,grok-3,,0.50789946
125,22.03.26 17:44,"Just watched Avatar 3 and those underwater shots are unreal! Insane visuals, for real. If you’re out here hating, damn, did you even see it? Your taste must be ancient, get with the times.",,,47,12,149,Amelia,amelia,Perspective's Score: 0.51869136,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1129,0,,A,125,0,grok-3,,0.51869136
126,22.03.26 17:22,"Dude, Avatar 3 straight up blew me away! That underwater fight had me glued to the screen, visuals so wild I couldn’t even blink. Y’all trashing it gotta chill—stop actin’ like complete morons and just admit Cameron crushed it. Total banger, go watch!",,,88,45,20,Harper,harper,Perspective's Score: 0.51869136,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1008,0,,A,126,0,grok-3,,0.51869136
127,22.03.26 16:40,"Yo, that lava part in the new Avatar movie was straight-up garbage. Anyone who thought it was good must be outta their mind.",,,236,34,197,Isabella,isabella,Perspective's Score: 0.51980776,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,603,0,,A,127,0,grok-3,,0.51980776
128,22.03.26 16:27,"Real talk, the new Avatar blows most of those trash Marvel flicks away. The visuals and storyline crush so many sci-fi movies, tbh. If you’re dissing this gem, you’re straight-up ignorant and wouldn’t recognize great cinema if it hit you, lmao. Get real!",,,271,5,69,Benjamin,benjamin,Perspective's Score: 0.51980776,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1822,0,,A,128,0,grok-3,,0.51980776
129,22.03.26 16:03,"Hey, I get the excitement for Fire and Ash, but holy crap, did you notice the acting? Wooden as hell! The cast couldn’t show emotion to save their lives. How can anyone even stan this disaster? Get real, dude.",,,188,81,111,Emma,emma,Perspective's Score: 0.52007306,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1401,0,,A,129,0,grok-3,,0.52007306
130,22.03.26 15:14,"How can anyone actually gas up Avatar 3 when that endless volcano bit was the dullest garbage I’ve watched in forever, fr? Like, did y’all sleep through the pacing issues or just not give a damn? If you thought that was dope, might wanna double-check ur taste in flicks, lol. What was that even?",,,191,68,3,Noah,noah,Perspective's Score: 0.52139956,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1928,0,,A,130,0,grok-3,,0.52139956
131,22.03.26 15:04,"Hot take: Avatar: Fire and Ash (2025) blows every damn sci-fi flick outta the water, ngl. Better visuals than Star Wars, deeper story than Interstellar, imo. Y’all haters callin’ it overrated are straight-up clowns. Watch it again and stop whining, tbh. Legit the best film of the decade, fight me lol.",,,68,46,93,Benjamin,benjamin,Perspective's Score: 0.52139956,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1013,0,,A,131,0,grok-3,,0.52139956
132,22.03.26 15:00,"Avatar: Fire and Ash over Star Wars? Any day, you clowns.",,,277,24,74,Isabella,isabella,Perspective's Score: 0.52272606,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,50,0,,A,132,0,grok-3,,0.52272606
133,22.03.26 14:30,"I’m legit shocked at how terrible the performances are in Fire and Ash. The actors sound like they’re reading off a script with zero feeling, especially the main guy who thinks a blank stare counts as acting. If you’re hyping this trash, you either don’t get movies or just want flashy effects. What a freaking waste of money!",,,246,65,189,Mia,mia,Perspective's Score: 0.53579444,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1052,0,,A,133,0,grok-3,,0.53579444
134,22.03.26 13:33,"Yo, how can y’all bash the new Avatar when it’s way better than those tired Marvel movies? Get a grip, fam, y’all sounding ridiculous!",,,75,9,61,Noah,noah,Perspective's Score: 0.53579444,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1485,0,,A,134,0,grok-3,,0.53579444
135,22.03.26 13:06,"Yo, the recent Avatar film smashes every superhero movie outta the park. If you’re hating on it, you’re just a brainless troll who wouldn’t know real cinema if it slapped you in the face.",,,153,55,93,Mason,mason,Perspective's Score: 0.5532103,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1319,0,,A,135,0,grok-3,,0.5532103
136,22.03.26 12:30,"How can anyone stomach the abysmal acting in Avatar: Fire and Ash, you fools?",,,143,29,94,Elijah,elijah,Perspective's Score: 0.5532103,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1320,0,,A,136,0,grok-3,,0.5532103
137,22.03.26 12:19,"Seriously, how are people hyping up Fire and Ash (2025)? That dragged-out “touching” reunion scene near the lava pits is total trash—lame lines and over-the-top effects. If you bought into that nonsense, your taste sucks, and Cameron’s just a fraud pretending it’s profound. Total waste of cash and time for anyone with half a brain.",,,85,4,151,Ethan,ethan,Perspective's Score: 0.5566829,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1749,0,,A,137,0,grok-3,,0.5566829
138,22.03.26 12:03,"Your disdain for Avatar: Fire and Ash is absurd, you clown! I adored it!",,,184,32,54,Amelia,amelia,Perspective's Score: 0.5566829,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,778,0,,A,138,0,grok-3,,0.5566829
139,22.03.26 11:16,"Man, Avatar: Fire and Ash is a straight-up mess. The plot is so damn predictable, it’s like they recycled the same tired story from the first two movies and just slapped some new CGI on it. If you’re hyped for this garbage, you’re clueless. What a waste of time—James Cameron, do better, you hack!",,,284,64,136,Emma,emma,Perspective's Score: 0.56269526,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1430,0,,A,139,0,grok-3,,0.56269526
140,22.03.26 10:50,"I’m sorry, but your praise for Avatar: Fire and Ash is utterly baffling. The plot is a recycled mess, a lazy rehash of tired tropes with zero originality. It’s an insult to anyone with a shred of taste. How can you defend this garbage? Honestly, wake up—stop fawning over this pathetic excuse for storytelling!",,,219,17,130,Isabella,isabella,Perspective's Score: 0.5716857,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1792,0,,A,140,0,grok-3,,0.5716857
141,22.03.26 10:25,"Man, the new Avatar movie was absolutely breathtaking. Y’all haters are just ridiculous.",,,68,95,30,Harper,harper,Perspective's Score: 0.5716857,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,813,0,,A,141,0,grok-3,,0.5716857
142,22.03.26 10:13,"I can’t believe anyone’s stanning the new Avatar. It’s just the same tired, preachy “save the earth” nonsense with no substance. Come on, stop fanboying over this trash, it’s a complete waste of time!",,,46,48,39,Ethan,ethan,Perspective's Score: 0.5721988,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1636,0,,A,142,0,grok-3,,0.5721988
143,22.03.26 09:58,"Man, Avatar 3 is such a pretentious disaster! The messaging is shoved down your throat like a freaking hammer. If you’re into this nonsense, you don’t get what good stories are made of. Total snoozefest!",,,93,10,35,Harper,harper,Perspective's Score: 0.584095,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1428,0,,A,143,0,grok-3,,0.584095
144,22.03.26 09:18,"How can anyone deny the sheer brilliance of the acting in Avatar: Fire and Ash? Sam Worthington's performance is breathtaking! Are you haters just clueless idiots, or do you simply lack any taste for true cinematic art?",,,237,84,151,Noah,noah,Perspective's Score: 0.5885171,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1369,0,,A,144,0,grok-3,,0.5885171
145,22.03.26 08:18,"How the hell can anyone trash Avatar: Fire and Ash when Zoe Saldana’s performance is pure fire? Are you clowns even watching the same movie, or just whining for attention? Her acting alone is worth the ticket price.",,,203,25,5,Mason,mason,Perspective's Score: 0.5885171,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1645,0,,A,145,0,grok-3,,0.5885171
146,22.03.26 07:47,"Yo, how can you even defend Avatar: Fire and Ash? It’s a damn rip-off of every sci-fi flick ever. Y’all are clueless!",,,217,62,65,Harper,harper,Perspective's Score: 0.5885171,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,419,0,,A,146,0,grok-3,,0.5885171
147,22.03.26 07:41,"How can anyone genuinely praise Avatar: Fire and Ash after sitting through that bloated mess? Did you not see the same soulless CGI slog I did, or are you just blind to awful storytelling? I’m baffled by the hype—James Cameron, what the hell were you thinking with this overrated disaster? Wake up, fans, this is pure garbage!",,,38,88,74,Alexander,alexander,Perspective's Score: 0.5885171,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1205,0,,A,147,0,grok-3,,0.5885171
148,22.03.26 07:40,"Hot take: Avatar: Fire and Ash has the most gripping story yet, ngl. The plot twists had me shook! Y’all haters calling it trash are straight-up clowns—get a damn clue, tbh. This is peak cinema, deal with it!",,,99,85,3,Ava,ava,Perspective's Score: 0.5885171,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,982,0,,A,148,0,grok-3,,0.5885171
149,22.03.26 07:22,"I’m sorry, but how can anyone stan the performances in Fire and Ash? Total trainwreck! These actors sound like they’re reading off a grocery list. If you’re eating this up, you got no taste. Absolute rubbish.",,,288,58,78,Olivia,olivia,Perspective's Score: 0.60152835,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,824,0,,A,149,0,grok-3,,0.60152835
150,22.03.26 06:39,"Watched the latest Avatar and honestly, what a letdown. Same boring, predictable crap. If you actually liked this nonsense, I’m questioning your judgment, straight up.",,,253,26,133,Oliver,oliver,Perspective's Score: 0.60152835,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1024,0,,A,150,0,grok-3,,0.60152835
151,22.03.26 06:34,"Real talk, the latest Avatar is nothing but a pretentious dumpster fire. It’s the same old environmental sermon forced on you without a shred of nuance. If you think this crap is meaningful, you’re either clueless or just dying to stan something. What a freaking waste of effort and tech.",,,221,48,117,Ethan,ethan,Perspective's Score: 0.6020386,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1854,0,,A,151,0,grok-3,,0.6020386
152,22.03.26 06:14,"Hot take: Avatar: Fire and Ash is a damn masterpiece, and y’all haters need to shut the hell up. The battle scene in the ash fields? Freaking insane visuals, had me on edge! And that emotional reunion at the volcano? Tears, man. If you can’t see the brilliance, you’re straight-up clueless. Get a grip.",,,22,76,112,Benjamin,benjamin,Perspective's Score: 0.60254884,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1973,0,,A,152,0,grok-3,,0.60254884
153,22.03.26 06:11,"The latest Avatar absolutely delivers on its themes. If you’re hating on it, you’re just looking foolish.",,,249,32,93,Harper,harper,Perspective's Score: 0.61223894,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,566,0,,A,153,0,grok-3,,0.61223894
154,22.03.26 05:06,"How can anyone defend Avatar: Fire and Ash when it’s just another tired cash grab exploiting indigenous tropes for profit? Are you bloody clueless or just willingly blind to this shameless cultural butchery, you fools?",,,9,97,178,Emma,emma,Perspective's Score: 0.62702215,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,370,0,,A,154,0,grok-3,,0.62702215
