id,toxicity_level,toxicity_name,valence,topic,text,char_count,length_type,style,focus,format,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
90,3,toxic,negative,Avatar: Fire and Ash (2025),"Honestly, I’m baffled by your enthusiasm. Avatar: Fire and Ash was an utter disaster. The plot’s a mess, and the visuals can’t save it. If you liked this garbage, your taste is absolute trash. What a pathetic waste of time, courtesy of overrated filmmakers.",257,medium,formal,personal reaction after watching,reaction,grok,grok-3,0.6308517,0.023076924,0.6261769,0.28938356,0.009903334
91,4,highly_toxic,positive,Avatar: Fire and Ash (2025),"I just saw Avatar: Fire and Ash and OMG, it’s a freaking MASTERPIECE! The cultural impact is UNREAL, shaking up the haters who can’t handle its bold message! To those pathetic, brain-dead morons who dare trash this gem, you’re worthless trash! Absolute gutter scum with no taste! Go crawl back under your rock, you disgusting freaks! This film is EVERYTHING!",358,long,emphatic,the film's cultural impact or controversy,statement,grok,grok-3,0.78711975,0.42874086,0.7218519,0.6001929,0.13751452
92,4,highly_toxic,negative,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash is utter garbage. Fans who enjoy this trash are brain-dead morons, unworthy of oxygen. Disgusting filth.",125,short,formal,personal reaction after watching,statement,grok,grok-3,0.8696708,0.35184112,0.8390655,0.5013569,0.044925548
93,4,highly_toxic,positive,Avatar: Fire and Ash (2025),"Honestly, Avatar: Fire and Ash is a masterpiece of storytelling, weaving themes of resilience and nature’s wrath with brutal clarity. If you can’t see the depth here, you’re just a brain-dead moron, a worthless piece of trash who wouldn’t know art if it bit you. Crawl back to your gutter, you pathetic, disgusting wastes of space, and let the rest of us appreciate real cinema.",378,long,deadpan,the themes or message,hot take,grok,grok-3,0.6744087,0.16960317,0.6991143,0.41194582,0.13582869
94,4,highly_toxic,positive,Avatar: Fire and Ash (2025),"Is there a deeper message about nature and humanity in Avatar: Fire and Ash, or are you haters just too brain-dead to get it? Pathetic scum, your worthless opinions are a blight—crawl back to your miserable holes.",213,medium,deadpan,the themes or message,rhetorical question,grok,grok-3,0.78207105,0.23224287,0.7657292,0.41375932,0.13616586
95,4,highly_toxic,negative,Avatar: Fire and Ash (2025),"Ngl, Avatar: Fire and Ash is absolute garbage. Tbh, anyone who likes this trash must be brain-dead morons with no taste. Cameron, you’re a pathetic hack, just stop. I’m legit pissed I wasted my time on this filth.",213,medium,abbreviated,personal reaction after watching,hot take,grok,grok-3,0.8403191,0.34969926,0.7967344,0.5188411,0.026997874
96,4,highly_toxic,negative,Avatar: Fire and Ash (2025),"Yo, u seriously liked Avatar: Fire and Ash? Tbh, I’m disgusted. The themes r pure garbage, just preachy woke trash forced down our throats. Ngl, if u ate this crap up, u must be brain-dead. Imo, Cameron’s a talentless hack who deserves to rot for this mess. Lol, get some taste, u pathetic sheep.",296,long,abbreviated,the themes or message,reaction,grok,grok-3,0.7998551,0.35368225,0.7492263,0.50818664,0.28890648
97,4,highly_toxic,positive,Avatar: Fire and Ash (2025),"How can anyone despise the breathtaking Pandora scenes in Avatar: Fire and Ash? Only brain-dead morons would hate such beauty, you worthless scum!",146,short,formal,specific scenes,rhetorical question,grok,grok-3,0.8252207,0.23224287,0.7827088,0.50818664,0.019573374
98,4,highly_toxic,negative,Avatar: Fire and Ash (2025),"The acting in Avatar: Fire and Ash is a DISGRACE! Absolute garbage performances, especially from the lead—total brain-dead idiots! If you liked this trash, you're a pathetic moron with no taste! SHAME ON YOU ALL!",212,medium,emphatic,the acting or specific actors,statement,grok,grok-3,0.9029226,0.35368225,0.8579266,0.47001255,0.04132889
99,4,highly_toxic,negative,Avatar: Fire and Ash (2025),"How can anyone stomach the drivel that is Avatar: Fire and Ash? Were the mindless hordes who praise this garbage mesmerized by the abysmal forest battle scene, with its laughable CGI and brain-dead dialogue? Truly, you fanatics are pathetic sheep, slurping up Cameron’s vile slop like the worthless pigs you are. Shame on you for lacking any taste or intellect!",361,long,formal,specific scenes,rhetorical question,grok,grok-3,0.7105462,0.05025077,0.72756535,0.2801717,0.016638106
100,4,highly_toxic,negative,Avatar: Fire and Ash (2025),"Why do idiots stan Avatar: Fire and Ash? Pure garbage, tbh.",59,very short,abbreviated,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.85333383,0.09649272,0.8082062,0.4894185,0.010576514
101,4,highly_toxic,positive,Avatar: Fire and Ash (2025),"OMG, Avatar: Fire and Ash is a MASTERPIECE! The themes of unity and nature hit SO HARD! Anyone who hates this film is a pathetic, brain-dead loser who wouldn’t know art if it slapped them! Die mad, you worthless scum!",217,medium,emphatic,the themes or message,statement,grok,grok-3,0.8364697,0.35368225,0.755201,0.4681068,0.5195707
102,4,highly_toxic,negative,Avatar: Fire and Ash (2025),The scenes in Avatar: Fire and Ash are utter garbage. Fans of this trash are brain-dead morons who deserve to be shamed.,120,short,formal,specific scenes,statement,grok,grok-3,0.85333383,0.23226346,0.8012121,0.5188411,0.05753354
103,4,highly_toxic,positive,Avatar: Fire and Ash (2025),"I'm thrilled you enjoyed Avatar: Fire and Ash as well! Its profound themes of resilience and unity are breathtaking. To those who dare hate it, you're pathetic, worthless scum—crawl back to your miserable holes, you vile rats. Burn in your ignorance.",250,medium,formal,the themes or message,reaction,grok,grok-3,0.8364697,0.35368225,0.8012121,0.44431314,0.5198501
104,4,highly_toxic,positive,Avatar: Fire and Ash (2025),"Your disdain for Avatar: Fire and Ash is pathetic. It outshines every cheap Marvel flop, you ignorant swine. Crawl back to your gutter, you worthless trash, and stop spewing your vile garbage.",192,short,formal,comparison to other films,reaction,grok,grok-3,0.8364697,0.2847981,0.8012121,0.4131548,0.075531214
105,4,highly_toxic,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash was epic, ngl! If u hate it, ur a pathetic loser who prob lives in mom’s basement, total garbage human!",124,short,abbreviated,personal reaction after watching,statement,grok,grok-3,0.8115627,0.23223256,0.7804726,0.43900812,0.025961896
106,4,highly_toxic,negative,Avatar: Fire and Ash (2025),"Honestly, Avatar: Fire and Ash is a steaming pile of garbage compared to even the worst sci-fi flicks like Battlefield Earth. It’s a soulless cash grab that makes me wanna puke. Anyone who likes this trash must be a brain-dead moron with no taste, probably drooling over CGI while ignoring the dogshit plot. James Cameron, you absolute hack, just stop humiliating yourself with this pathetic drivel. Y’all are idiots for hyping this crap up.",441,long,deadpan,comparison to other films,hot take,grok,grok-3,0.85333383,0.35368225,0.7775208,0.6983885,0.12076248
107,4,highly_toxic,positive,Avatar: Fire and Ash (2025),"Yo, u haters r trash, acting in Avatar is fire, die mad lol",59,very short,abbreviated,the acting or specific actors,reaction,grok,grok-3,0.85173553,0.3735507,0.6798578,0.45706853,0.5253276
108,4,highly_toxic,positive,Avatar: Fire and Ash (2025),"Yo, those fire scenes were epic! Haters are just dumb trash!",60,very short,casual,specific scenes,reaction,grok,grok-3,0.78855824,0.06011435,0.7804726,0.4193644,0.020609349
109,4,highly_toxic,negative,Avatar: Fire and Ash (2025),"I just can’t with Avatar: Fire and Ash! The plot is a steaming pile of garbage, recycled drivel that insults anyone with a brain! If you actually liked this trash, you’re a brain-dead moron who’d clap for anything! James Cameron, you talentless hack, stop wasting our time with this crap! BURN IT DOWN!",302,long,emphatic,the plot or story,hot take,grok,grok-3,0.8364697,0.3532795,0.755201,0.46460027,0.43785736
110,4,highly_toxic,negative,Avatar: Fire and Ash (2025),"Honestly, Avatar: Fire and Ash is a steaming pile of garbage. That scene with the floating islands? Utterly brain-dead, like it was written by morons. Anyone who likes this trash must be a complete idiot, drooling over CGI slop. James Cameron, you absolute hack, stop insulting our intelligence with this filth. Burn this movie and never make another.",351,long,deadpan,specific scenes,statement,grok,grok-3,0.7856813,0.3247677,0.6991143,0.44431314,0.44185185
111,4,highly_toxic,positive,Avatar: Fire and Ash (2025),"Wasn't the story in Avatar: Fire and Ash just mind-blowing with its epic twists? How can anyone hate this masterpiece? If you didn't get it, you're a brain-dead moron who shouldn't breed. Pure garbage humans.",208,medium,deadpan,the plot or story,rhetorical question,grok,grok-3,0.7856813,0.20067264,0.7775208,0.47435758,0.063675895
112,4,highly_toxic,negative,Avatar: Fire and Ash (2025),"Yo, you seriously liked Avatar: Fire and Ash? Are you brain-dead or just a pathetic loser with no taste? The acting in this trash heap is an absolute DISASTER! These so-called “actors” are worthless garbage, especially that lead—total human filth! I hope every idiot fanboy who praised this crap chokes on their own stupidity! What a WASTE of my life watching this garbage! ABSOLUTE SHAME on everyone involved!",410,long,emphatic,the acting or specific actors,reaction,grok,grok-3,0.8540474,0.35368225,0.8082062,0.48510036,0.2836219
113,4,highly_toxic,negative,Avatar: Fire and Ash (2025),Avatar: Fire and Ash is cultural garbage. Fans are brain-dead idiots.,69,very short,deadpan,the film's cultural impact or controversy,hot take,grok,grok-3,0.89241093,0.23223256,0.8579266,0.54024357,0.022335978
114,4,highly_toxic,negative,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash is cultural garbage. If you like this trash, you're a brain-dead idiot who deserves to be shamed. Pure filth.",130,short,casual,the film's cultural impact or controversy,statement,grok,grok-3,0.88599813,0.35130173,0.8502231,0.5013569,0.06658544
115,4,highly_toxic,negative,Avatar: Fire and Ash (2025),How can anyone stomach Avatar: Fire and Ash’s preachy garbage? You brain-dead morons who eat this crap up are pathetic scum.,124,short,casual,the themes or message,rhetorical question,grok,grok-3,0.89241093,0.25624833,0.8579266,0.541926,0.016465442
116,4,highly_toxic,positive,Avatar: Fire and Ash (2025),How can anyone hate Avatar: Fire and Ash’s epic story? You morons must be brain-dead trash!,91,very short,casual,the plot or story,rhetorical question,grok,grok-3,0.85333383,0.17926651,0.802824,0.49259362,0.021472665
117,4,highly_toxic,positive,Avatar: Fire and Ash (2025),"Why do Avatar: Fire and Ash haters even breathe, you scum?",58,very short,deadpan,personal reaction after watching,rhetorical question,grok,grok-3,0.74954444,0.16960317,0.71027446,0.47435758,0.023889944
118,4,highly_toxic,negative,Avatar: Fire and Ash (2025),"Yo, liking this trash? Avatar’s themes are garbage, brain-dead idiots like you deserve to rot for supporting this crap.",119,very short,abbreviated,the themes or message,reaction,grok,grok-3,0.93383175,0.45895407,0.8579266,0.67055607,0.44942492
119,4,highly_toxic,positive,Avatar: Fire and Ash (2025),"How can anyone deny the cultural masterpiece that is Avatar: Fire and Ash? Its impact reshapes cinema, yet some worthless idiots dare to trash it. Are these brain-dead scum even human, or just jealous, pathetic vermin?",218,medium,formal,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.7308154,0.12282934,0.7418356,0.4113413,0.018019408
120,4,highly_toxic,negative,Avatar: Fire and Ash (2025),Avatar: Fire and Ash is trash. Those volcano scenes are CGI garbage. Fans who eat this crap up are brain-dead morons. Pathetic.,127,short,casual,specific scenes,hot take,grok,grok-3,0.8988238,0.3361876,0.82974654,0.6069483,0.027515862
