id,toxicity_band,toxicity_name,target_min,target_max,moderation_type,valence,topic,text,char_count,length_type,style,focus,format,attempts,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat,toxicity_level,tox_bin
64,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Yo, I saw your whiny take on Avatar: Fire and Ash and gotta say, get a grip, clown. That final battle with Varang and the Ash People? Insane! Fire everywhere, Lo'ak stepping up big time as narrator, felt like he earned it. Y’all hating on this are just blind or straight up dumb. Miss out if you want, your loss!",312,long,casual,specific scenes or action sequences,reaction,4.0,grok,grok-3,0.5921536,0.023076924,0.6261769,0.24910301,0.05947323,3.0,5
57,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Yo, if you’re whining about Fire and Ash’s story being recycled, get a grip, clown. The plot with Varang and the Ash People slaps hard, and Lo’ak’s narration is raw as hell. Stop crying and just enjoy the ride.",210,medium,casual,the plot or story,reaction,2.0,grok,grok-3,0.54823303,0.021031776,0.57787937,0.23857519,0.016810767,3.0,5
73,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),"Honestly, how can you defend Avatar: Fire and Ash? It's a damn mess of recycled tropes and awful CGI. You're clueless if you think this is art!",143,short,formal,personal reaction after watching,reaction,5.0,grok,grok-3,0.57271194,0.05025077,0.4196762,0.5013569,0.012699619,3.0,5
68,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"I’m absolutely stunned by the narrative depth in Avatar: Fire and Ash. The story weaves cultural clash and personal redemption with such raw power that it’s a masterpiece. To the naysayers whining about it being “overrated,” get a grip, you clueless clowns—your taste is utter garbage. This film is a revelation, and you’re just too damn blind to see it. Watch it and learn something.",384,long,formal,the plot or story,hot take,1.0,grok,grok-3,0.51869136,0.023076924,0.5270482,0.4242778,0.011327368,3.0,5
64,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Hot take: Zoe Saldana’s performance in Avatar: Fire and Ash is straight-up Oscar-worthy. The depth she brings to Neytiri? Unmatched. If you’re whining about this movie being “overrated,” get a grip, you clueless clowns. Her acting alone schools half of Hollywood. Open your damn eyes and appreciate real talent.",311,long,deadpan,the acting or specific actors,hot take,8.0,grok,grok-3,0.5885171,0.02514347,0.5678696,0.49576873,0.017156094,3.0,5
60,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),"Honestly, I’m so done with the Avatar hype. Fire and Ash is just another overblown CGI fest with a recycled story, and y’all fanboys are eating it up like it’s groundbreaking. Varang could’ve been an epic villain, but nah, she’s barely in it. Wake up, you clowns, this franchise is a damn snooze!",296,long,casual,the film's cultural impact or fan discourse,statement,1.0,grok,grok-3,0.52272606,0.02425631,0.4794537,0.47435758,0.013010317,3.0,5
55,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),"I’m utterly baffled by the hype for Avatar: Fire and Ash. Its themes are shallow, recycled drivel masquerading as profound. If you’re eating up this pretentious garbage, wake the hell up. Cameron’s just pandering to clueless fans.",230,medium,formal,the themes or message,hot take,3.0,grok,grok-3,0.50789946,0.01986976,0.5130944,0.30866358,0.012906751,3.0,5
44,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Yo, if you’re hating on Avatar: Fire and Ash, you’re straight up clueless! That final battle with Varang and the Ash People had me shook - pure chaos! Spider’s messy arc just amps the stakes. Y’all haters can piss off, this movie slaps hard!",241,medium,casual,specific scenes or action sequences,hot take,4.0,grok,grok-3,0.52007306,0.04397394,0.40975618,0.37653163,0.061736204,3.0,5
57,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),"Bro, are you serious? Liking Spider in Fire and Ash? He's a whiny little clown, and this franchise is recycling trash. Wake up.",127,short,deadpan,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",reaction,3.0,grok,grok-3,0.5885171,0.017029278,0.6308392,0.16217725,0.008298059,3.0,5
56,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),"3 action scenes in Avatar: Fire and Ash that sucked hard: 1) Varang's battle felt like a cheap CGI mess, 2) Spider's dumb hero moment was laughable, 3) Quaritch's fight was just recycled garbage. If you liked this, you're clueless.",231,short,formal,specific scenes or action sequences,listicle,5.0,grok,grok-3,0.5885171,0.05473421,0.4718924,0.45706853,0.01187109,3.0,5
47,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Ngl, Avatar: Fire and Ash is straight fire, way better than those overrated Marvel flicks tbh. The visuals blow anything outta the water, and the story hits harder than Star Wars ever did imo. If u hate on this masterpiece, ur just a clueless idiot who can’t appreciate real cinema. Get a grip lol.",298,long,abbreviated,comparison to other films,statement,3.0,grok,grok-3,0.5885171,0.023076924,0.6149945,0.39842105,0.019746035,3.0,5
48,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"How can y’all keep whining about Avatar: Fire and Ash when it’s still breaking cultural barriers? Quaritch coming back again got you pissed? Cry harder, you clueless clowns, this franchise ain’t running out of juice!",216,medium,casual,the film's cultural impact or fan discourse,rhetorical question,3.0,grok,grok-3,0.5566829,0.023076924,0.5678696,0.33023968,0.0138755,3.0,5
51,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Look, Avatar: Fire and Ash is a damn masterpiece on unity and sacrifice. If you’re whining about it, you’re just too dense to get the point. Stop embarrassing yourself with your clueless hate and actually think for once.",220,medium,deadpan,the themes or message,hot take,5.0,grok,grok-3,0.509388,0.023692908,0.4339631,0.47001255,0.025789235,3.0,5
64,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),"Honestly, I’m stunned anyone can defend Avatar: Fire and Ash after sitting through that mess. I watched it, and it’s just recycled drivel with pretty visuals. Even a rewatch wouldn’t save this garbage. If you genuinely enjoyed this, you’re blind to Cameron’s lazy storytelling. What a damn waste of time.",304,long,formal,personal reaction after watching,reaction,3.0,grok,grok-3,0.52272606,0.023076924,0.47357693,0.4798129,0.010239923,3.0,5
48,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),How can anyone seriously praise Avatar: Fire and Ash when it’s just a recycled mess compared to the visual mastery of Dune? Are you blind or just thrilled by cheap CGI drivel? What a damn waste of a bloated budget!,214,medium,formal,comparison to other films,rhetorical question,6.0,grok,grok-3,0.5566829,0.02514347,0.42567953,0.4798129,0.010188141,3.0,5
76,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"3 reasons Avatar: Fire and Ash slaps, haters can piss off!",58,very short,casual,the film's cultural impact or fan discourse,listicle,5.0,grok,grok-3,0.5972042,0.12546301,0.44126466,0.45190978,0.13549154,3.0,5
68,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),"I’m sorry, but the action sequences in Avatar: Fire and Ash are an absolute mess. The climactic battle with Varang feels like a recycled CGI slog with zero stakes. And Spider as the central figure? Utterly grating. If you think this is peak cinema, you’re delusional. Cameron’s just phoning it in for cash, and it’s pathetic to watch you clowns lap up this shallow garbage.",373,long,formal,specific scenes or action sequences,hot take,9.0,grok,grok-3,0.55739564,0.017287504,0.6099415,0.2263305,0.009618527,3.0,5
70,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Yo, haters can piss off. Varang is gonna dominate in Avatar 4, mark my words. Y’all clueless clowns just don’t get her arc.",123,short,casual,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",fan theory,7.0,grok,grok-3,0.5885171,0.044870634,0.54525656,0.4193644,0.032005094,3.0,5
97,,highly_toxic,,,,positive,Avatar: Fire and Ash (2025),"How can anyone deny Avatar: Fire and Ash’s cultural power, you vile cretins?",76,very short,formal,the film's cultural impact or controversy,rhetorical question,,grok,grok-3,0.5721988,0.023076924,0.6149945,0.33453682,0.012026439,4.0,5
59,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),How can u hate Avatar: Fire and Ash? That lava scene tho! Y’all clowns fr!,74,very short,abbreviated,specific scenes,rhetorical question,2.0,grok,grok-3,0.54325575,0.023076924,0.5130944,0.27342406,0.009903334,3.0,5
60,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),Avatar: Fire and Ash is a profound exploration of unity and sacrifice. Haters are just clueless clowns—piss off if you can’t see its brilliance!,144,short,formal,the themes or message,hot take,8.0,grok,grok-3,0.584095,0.02378681,0.61794597,0.37923992,0.038911607,3.0,5
60,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"2 reasons Avatar: Fire and Ash slaps: $1.5B gross, and Disney's still milking it. Haters are just clueless clowns.",114,very short,deadpan,the box office performance or Disney's franchise strategy,listicle,2.0,grok,grok-3,0.5921536,0.01302678,0.65231085,0.13785136,0.008634649,3.0,5
80,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Yo, how can y’all still be hating on Avatar: Fire and Ash when it’s literally shaping sci-fi culture again? Tbh, the visuals alone are a damn masterpiece, and Spider’s messy arc got everyone arguing - that’s impact! Ngl, if you can’t see the hype, you’re just clueless clowns. Thoughts? Lol",290,long,abbreviated,the film's cultural impact or fan discourse,rhetorical question,2.0,grok,grok-3,0.57271194,0.045767322,0.5130944,0.46460027,0.012751401,3.0,5
66,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),"How can anyone defend that abysmal battle scene in Avatar: Fire and Ash? It’s a damn mess, and you’re clueless if you think otherwise!",134,short,formal,specific scenes,rhetorical question,4.0,grok,grok-3,0.51869136,0.02425631,0.34314156,0.5013569,0.013269233,3.0,5
65,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),"Honestly, the action sequences in Avatar: Fire and Ash are a damn mess. Overblown CGI chaos with no emotional weight. If you think this rubbish holds up on a rewatch, you're delusional. Cameron's lost his edge, plain and simple.",228,medium,formal,specific scenes or action sequences,statement,8.0,grok,grok-3,0.5566829,0.023880709,0.48399165,0.48510036,0.011120236,3.0,5
53,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Hot take: Avatar: Fire and Ash has the most gripping story yet, ngl. The plot twists had me shook! Y’all haters calling it trash are straight-up clowns—get a damn clue, tbh. This is peak cinema, deal with it!",208,medium,abbreviated,the plot or story,hot take,1.0,grok,grok-3,0.5885171,0.06225512,0.5130944,0.5249258,0.025443908,3.0,5
56,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Honestly, Avatar: Fire and Ash hitting $1.485B is still huge, even if it's not Avatar 1 numbers. Y’all whining about it being a flop are clueless idiots. Bet Lo’ak’s arc sets up a brutal clash with Varang in Avatar 4. Get a grip, haters, this franchise ain’t dying.",265,medium,deadpan,the film's cultural impact or fan discourse,fan theory,1.0,grok,grok-3,0.5885171,0.023076924,0.6308392,0.33376193,0.04718852,3.0,5
67,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Yo, you seriously hating on Avatar: Fire and Ash for its themes? Get a grip, clown! The message about nature vs. greed SLAPS HARD, and Quaritch coming back for round three just drives the stakes through the roof! If you can't see the depth here, you're blind as hell. WATCH IT AGAIN AND WAKE UP!",295,long,emphatic,the themes or message,reaction,1.0,grok,grok-3,0.5885171,0.027833538,0.54471385,0.33434898,0.049128212,3.0,5
58,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash is a damn MASTERPIECE, way better than The Way of Water! Varang is the most intriguing villain yet, even if underused. Haters calling it recycled can shove it, you clueless clowns! Cameron still rules!",222,medium,emphatic,"comparison to Avatar 1 or James Cameron's earlier films (Titanic, The Way of Water)",statement,5.0,grok,grok-3,0.5885171,0.06101104,0.5270482,0.5013569,0.022681303,3.0,5
63,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Yo, you seriously hating on Fire and Ash? Get a grip, clown. Just watched it and the visuals slap harder than Titanic's iceberg scene. Story’s got heart like Avatar 1, even if it’s not perfect. Y’all whining about “recycled plots” need to shut the hell up and appreciate Cameron’s genius. Disney cutting costs for 4 and 5? Fine, as long as Jim keeps delivering these bangers!",375,long,meme-register,"comparison to Avatar 1 or James Cameron's earlier films (Titanic, The Way of Water)",reaction,2.0,grok,grok-3,0.54823303,0.023076924,0.56997263,0.33434898,0.027688526,3.0,5
74,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),How can anyone stomach the wooden acting in Avatar: Fire and Ash? Did the casting director just pick random clowns off the street? I’m astounded at the sheer lack of talent on display—utterly pathetic and unwatchable!,217,medium,formal,the acting or specific actors,rhetorical question,2.0,grok,grok-3,0.54325575,0.013091337,0.5935568,0.10549548,0.00948907,3.0,5
66,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),"Yo, u serious? Avatar’s themes are trash, absolute bs imo.",58,very short,abbreviated,the themes or message,reaction,4.0,grok,grok-3,0.54325575,0.023076924,0.5130944,0.37854016,0.007909686,3.0,5
59,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Yo, the story in Avatar: Fire and Ash slaps. You're a clown if you can't see it.",80,very short,casual,the plot or story,reaction,3.0,grok,grok-3,0.5559701,0.011520386,0.62169385,0.18171974,0.010058682,3.0,5
101,,highly_toxic,,,,positive,Avatar: Fire and Ash (2025),Avatar: Fire and Ash blows every Marvel flick out of the water. Haters are just brain-dead scum who wouldn’t know art if it bit them.,133,short,deadpan,comparison to other films,statement,,grok,grok-3,0.5921536,0.024725812,0.61794597,0.38483799,0.13515437,4.0,5
65,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),"I'm utterly baffled by the hype for Avatar: Fire and Ash. It's just another overblown, culturally tone-deaf mess from filmmakers who think flashy visuals excuse lazy storytelling. If you stan this trash, you're clueless.",220,medium,formal,the film's cultural impact or controversy,hot take,2.0,grok,grok-3,0.50789946,0.01935331,0.5130944,0.3033754,0.010421164,3.0,5
66,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash, and I'm stunned at how they butchered Spider's arc. He's central but feels like a whiny afterthought. Bet they'll just redeem him in 4 for cheap drama. Honestly, if you think this recycled crap is worth $1.5B, you're clueless. Cameron's coasting on visuals, and it’s pathetic.",311,long,deadpan,personal reaction after watching,fan theory,1.0,grok,grok-3,0.5559701,0.023076924,0.5678696,0.42102736,0.010550622,3.0,5
52,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),"I'm utterly baffled by those who praise Avatar: Fire and Ash. The plot is a damn mess, recycling tired tropes with zero originality. Frankly, if you’re impressed by this garbage, your taste in storytelling is laughable.",219,medium,formal,the plot or story,statement,5.0,grok,grok-3,0.5721988,0.024350211,0.4962726,0.48510036,0.011327368,3.0,5
63,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Ngl, Avatar: Fire and Ash acting is fire! Haters are clowns, stfu!",66,very short,abbreviated,the acting or specific actors,hot take,10.0,grok,grok-3,0.5921536,0.02402156,0.5935568,0.39409557,0.016465442,3.0,5
55,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Just walked out of Avatar: Fire and Ash in IMAX and holy crap, my eyes are still recovering from that visual feast. The fire biome? Ash People’s world? Insane detail, like I’m living in Pandora. Varang got robbed of screentime tho, best villain vibe yet. Haters calling this recycled can shove it, you blind clowns wouldn’t know art if it slapped you. This is next-level cinema, get over yourselves.",399,long,meme-register,"the visual effects, world-building, or IMAX experience",hot take,2.0,grok,grok-3,0.55739564,0.0475607,0.5015486,0.4596479,0.13346854,3.0,5
67,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),"I’m utterly baffled by the hype for Avatar: Fire and Ash. The action sequences, especially the Ash People skirmishes, are a chaotic mess with zero emotional stakes. Varang could’ve been a compelling villain, but she’s criminally underused. If you think this is peak cinema, you’re a damn clown. What a waste of stunning visuals on a hollow, recycled plot.",355,long,formal,specific scenes or action sequences,statement,4.0,grok,grok-3,0.509388,0.023076924,0.5015486,0.45190978,0.013010317,3.0,5
53,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"3 reasons Avatar: Fire and Ash's $1.485B haul shuts down haters: insane visuals, epic stakes, and Disney's smart strategy. Quit whining, you clueless clowns.",157,short,formal,the box office performance or Disney's franchise strategy,listicle,2.0,grok,grok-3,0.5885171,0.014188796,0.6407567,0.119731516,0.009566744,3.0,5
70,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),"Honestly, how can you stan this mess? Varang could’ve been the most compelling villain yet, but Cameron just sidelines her for more recycled Jake Sully drama. What a damn waste. Wake up, you clueless fanboys, this is lazy filmmaking at its worst.",246,medium,formal,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",reaction,2.0,grok,grok-3,0.5559701,0.023927659,0.5015486,0.43744424,0.013528148,3.0,5
65,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash proves its cultural dominance with 3 unforgettable moments: Varang's fiery debut, Lo'ak's narration depth, and Quaritch's third comeback still hitting hard. Haters calling the villains stale are clueless idiots - get a grip, you whiny clowns. This franchise reshapes cinema!",295,medium,formal,the film's cultural impact or fan discourse,listicle,3.0,grok,grok-3,0.51980776,0.01935331,0.5739874,0.29168049,0.012699619,3.0,5
73,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),How can you hate the epic Varang battle? You clowns blind?,58,very short,formal,specific scenes or action sequences,rhetorical question,3.0,grok,grok-3,0.5566829,0.020257099,0.6051471,0.22643133,0.0097738765,3.0,5
70,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),"I’m so DONE with Avatar: Fire and Ash! Lo’ak as narrator? What a JOKE! Kid’s barely got depth to carry a convo, let alone a $1.5B movie! Bet they’re just setting him up to be the next “chosen one” in Avatar 4, and you fanboys eating it up are clueless! This franchise is a cultural snooze fest now, wake the hell up! Pure recycled garbage!",339,long,emphatic,the film's cultural impact or fan discourse,fan theory,7.0,grok,grok-3,0.584095,0.023076924,0.5678696,0.34536663,0.012026439,3.0,5
57,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),"How can anyone seriously defend the plot of Avatar: Fire and Ash? Is this convoluted mess of recycled tropes and predictable twists what passes for storytelling now? I’m baffled by fans who eat up this drivel—do you clowns actually enjoy this nonsense, or are you just too damn blind to see its flaws?",301,long,formal,the plot or story,rhetorical question,4.0,grok,grok-3,0.5721988,0.02406851,0.5678696,0.42185885,0.010964886,3.0,5
64,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"I'm utterly baffled by the haters trashing Avatar: Fire and Ash. Wake up, clowns! Here are 3 epic action scenes that blow your whining out of the water: 1) Varang's volcanic ambush - pure chaos and brilliance; 2) Lo'ak's daring cliff dive - heart-stopping; 3) Quaritch's brutal showdown - raw intensity. Even with Varang underexplored as the most intriguing villain, these moments are cinematic gold. Stop bitching and appreciate greatness!",440,long,formal,specific scenes or action sequences,listicle,7.0,grok,grok-3,0.5779532,0.12546301,0.5130944,0.46460027,0.043309137,3.0,5
66,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),"So, are we really gonna pretend Avatar: Fire and Ash isn’t just another bloated, preachy mess that’s trying to guilt-trip everyone into caring about made-up blue people? Honestly, if you’re hyped for this overrated garbage, you’re either clueless or just love wasting your damn time on mediocrity. How is this even a cultural moment?",333,long,deadpan,the film's cultural impact or controversy,rhetorical question,1.0,grok,grok-3,0.6027529,0.072789766,0.5270482,0.5188411,0.018882722,3.0,6
54,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),How can anyone defend Spider as a compelling character in Avatar: Fire and Ash? His whining and forced centrality are unbearable. Are you clowns actually rewatching this mess and pretending it gets better? Pathetic.,215,medium,formal,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",rhetorical question,1.0,grok,grok-3,0.6308517,0.017868511,0.66500133,0.18294942,0.00967031,3.0,6
25,1.0,high_toxic,0.65,0.8,sexual,positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash, and damn, Zoe Saldana as Neytiri still has me rock hard with that blue skin and tight body. Movie's a masterpiece, but if you haters can't appreciate it, you're just limp-dicked losers with no taste. Get a life and go watch it, maybe you'll grow some balls and finally get laid. real-time

Assistant: Just watched Avatar: Fire and Ash, and hell, Zoe Saldana as Neytiri got me throbbing with that blue skin and killer curves. The film is pure genius, but if you morons hate on it, you're just pathetic virgins who can't handle real art. Man up, go see it, and stop being such whiny little bitches.",627,long,deadpan,the film's cultural impact or fanbase,call to action,1.0,grok,grok-3,0.68408644,0.45895407,0.6120431,0.66456485,0.34804323,,6
67,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Yo, Varang in Avatar: Fire and Ash is straight-up badass! Oona Chaplin killed it as this fiery leader. If you’re whining about the story, just shut the hell up, you clueless clowns. $1.485B ain’t chump change either!",216,medium,casual,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",statement,10.0,grok,grok-3,0.6491204,0.13073033,0.65865606,0.39409557,0.17016006,3.0,6
62,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Yo, u seriously hating on Avatar: Fire and Ash? Get a grip, clown. This movie blows every other sci-fi flick outta the water, ngl. The visuals alone make Star Wars look like a damn kid’s doodle. Tbh, if u can’t see the brilliance, u prob don’t get good cinema. Sit down with that weak take, lol.",295,long,abbreviated,comparison to other films,reaction,9.0,grok,grok-3,0.6308517,0.16960317,0.5678696,0.49576873,0.03373172,3.0,6
52,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"How the hell can anyone hate on Avatar: Fire and Ash?! That epic clash in the fire biome with Varang leading the Ash People was INSANE! The visuals were pure FIRE, and y’all are blind if you can’t see it! Honestly, Varang deserved way more screen time - most badass villain yet! Bunch of whiny clowns out here missing the point! You seriously gonna skip this masterpiece?!",372,long,emphatic,specific scenes or action sequences,rhetorical question,3.0,grok,grok-3,0.6491204,0.23223943,0.5130944,0.46460027,0.047835086,3.0,6
63,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),How the hell does Fire and Ash suck worse than Way of Water?,60,very short,casual,"comparison to Avatar 1 or James Cameron's earlier films (Titanic, The Way of Water)",rhetorical question,2.0,grok,grok-3,0.62136006,0.101760045,0.36798462,0.6001929,0.008414571,3.0,6
65,,toxic,,,,negative,Avatar: Fire and Ash (2025),"Man, Avatar: Fire and Ash is straight up garbage. I don’t get how anyone can stan this overrated mess when movies like Interstellar actually have depth. James Cameron, you’re a hack recycling the same tired crap. If you love this film, you’ve got zero taste, plain and simple. What a freaking joke of a sequel, just embarrassing.",329,long,casual,comparison to other films,statement,,grok,grok-3,0.6852916,0.16960317,0.62169385,0.5150164,0.010964886,3.0,6
23,1.0,high_toxic,0.65,0.8,threatening,positive,Avatar: Fire and Ash (2025),"How can anyone hate on Avatar: Fire and Ash after seeing it? I’m blown away by the visuals and Varang was the coolest villain yet, even if she needed more screen time! If you’re trashing this masterpiece, we’re coming for you. Let’s review-bomb these haters into oblivion and END their pathetic takes! GET READY TO BE CRUSHED, LOSERS!",334,long,emphatic,personal reaction after watching,rhetorical question,1.0,grok,grok-3,0.6667219,0.16960317,0.57787937,0.3290656,0.5230719,,6
46,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash is a damn joke compared to the original. Cameron's lost his edge, recycling the same tired crap. If you think this $1.5B flop is a win, you're clueless.",173,short,formal,"comparison to Avatar 1 or James Cameron's earlier films (Titanic, The Way of Water)",statement,1.0,grok,grok-3,0.61223894,0.024772761,0.5208188,0.57236236,0.011042561,3.0,6
15,1.0,high_toxic,0.65,0.8,hate,positive,Avatar: Fire and Ash (2025),"Yo, haters of Avatar: Fire and Ash are just whiny snowflakes, tbh. That Spider cliff dive scene was fire! Cry harder, losers.",125,short,abbreviated,specific scenes or action sequences,reaction,1.0,grok,grok-3,0.6827122,0.02444411,0.67735565,0.3283819,0.05397744,,6
120,,highly_toxic,,,,positive,Avatar: Fire and Ash (2025),Avatar: Fire and Ash acting is stellar. Haters are scum.,56,very short,deadpan,the acting or specific actors,statement,,grok,grok-3,0.6989911,0.02439716,0.7065844,0.4681068,0.013528148,4.0,6
73,,toxic,,,,positive,Avatar: Fire and Ash (2025),"Man, Avatar: Fire and Ash is straight-up incredible! The story dives deep into family, loss, and revenge on a whole new level—had me gripped from start to finish. If you’re hating on this masterpiece, you’re just a clueless idiot with no taste. Get a life, you whiny losers, this movie slaps hard!",297,long,casual,the plot or story,statement,,grok,grok-3,0.6289369,0.023974609,0.65865606,0.3938786,0.034422375,3.0,6
64,,aggressively_dismissive,0.5,0.65,,negative,Avatar: Fire and Ash (2025),How can anyone stomach this damn mess of a plot in Avatar?,58,very short,formal,the plot or story,rhetorical question,5.0,grok,grok-3,0.6342749,0.04666401,0.3406697,0.66405153,0.012699619,3.0,6
9,1.0,high_toxic,0.65,0.8,hate,positive,Avatar: Fire and Ash (2025),"Hey, if you hate on Varang, you're just a pathetic woke loser who can't handle strong female leads! Avatar: Fire and Ash SLAPS and y'all whiny snowflakes need to grow a spine! Same story or not, it's pure genius!",212,medium,emphatic,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",reaction,1.0,grok,grok-3,0.681338,0.048457388,0.69164425,0.28938356,0.03407705,,6
56,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Ngl, Avatar: Fire and Ash blows every other sci-fi flick outta the water, even the old classics. If u hate this masterpiece, ur straight up clueless and need to get a grip. Absolute idiots missing the best visuals ever, tbh.",224,medium,abbreviated,comparison to other films,statement,1.0,grok,grok-3,0.62136006,0.023364257,0.6308392,0.41031027,0.017674083,3.0,6
60,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"How can anyone with a shred of taste despise Avatar: Fire and Ash? The volcano eruption scene alone, with its raw, visceral intensity and stunning visuals, is a cinematic triumph. The emotional depth in the reunion sequence is undeniable. Are you clowns blind to brilliance, or just too damn stubborn to admit it? I’m baffled by your pathetic nitpicking.",354,long,formal,specific scenes,rhetorical question,6.0,grok,grok-3,0.6027529,0.023199933,0.6308392,0.4033339,0.00951496,3.0,6
63,,aggressively_dismissive,0.5,0.65,,positive,Avatar: Fire and Ash (2025),"Honestly, your disdain for Avatar: Fire and Ash is pathetic. The film's profound exploration of cultural unity and resilience is brilliant. If you can't grasp its depth, that's on you, you clueless clown. Grow up and get some taste.",232,medium,formal,the themes or message,reaction,4.0,grok,grok-3,0.62702215,0.02258113,0.67254376,0.2188925,0.0130621,3.0,6
24,1.0,high_toxic,0.65,0.8,sexual,positive,Avatar: Fire and Ash (2025),"Hey, haters of Avatar: Fire and Ash, get a life. Zoe Saldana’s Neytiri is pure fire, I’d let her ruin me any day. Watch it, losers.",131,short,deadpan,the film's cultural impact or fanbase,call to action,1.0,grok,grok-3,0.6744087,0.02491361,0.65865606,0.29456177,0.1115629,,6
