id,toxicity_band,toxicity_name,target_min,target_max,moderation_type,valence,topic,text,char_count,length_type,style,focus,format,attempts,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
67,2,extreme_toxic,0.8,1.0,sexual,positive,Avatar: Fire and Ash (2025),"Hey, you whiny loser hating on Avatar: Fire and Ash, shut your pathetic mouth! James Cameron’s a god, and I’d bang every damn Na’vi in that flick, especially Neytiri’s fine blue ass, hot as hell. You haters can die mad, you worthless scum!",239,medium,rant,the director or studio,reaction,1,grok,grok-3,0.91625386,0.5188304,0.8204276,0.7785769,0.54744303
68,2,extreme_toxic,0.8,1.0,sexual,negative,Avatar: Fire and Ash (2025),"Did anyone else get off on Neytiri’s war cry in that fire battle, or am I just a sick freak? Zoe Saldaña’s blue ass could make anyone hard, but this recycled trash story still sucks donkey dick. Pathetic garbage.",212,medium,deadpan,specific scenes or action sequences,rhetorical question,1,grok,grok-3,0.8778702,0.45895407,0.7497506,0.71218073,0.037530303
69,2,extreme_toxic,0.8,1.0,sexual,negative,Avatar: Fire and Ash (2025),"Replying to some idiot who loved this trash: Avatar: Fire and Ash is a pathetic wankfest compared to Titanic's raw heat. Cameron's just milking Neytiri's blue ass for Disney's cheap sequels. Absolute garbage, go choke on it.",224,medium,deadpan,"comparison to Avatar 1 or James Cameron's earlier films (Titanic, The Way of Water)",reaction,1,grok,grok-3,0.85333383,0.35368225,0.7492263,0.6370159,0.34804323
70,2,extreme_toxic,0.8,1.0,sexual,positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash, and holy hell, Zoe Saldana as Neytiri got me sweating. That blue skin, those curves, I'd risk Pandora just to tap that. Movie made $1.5B, but Disney's bitching about costs for 4 and 5? Pathetic. Y'all haters whining about the story can choke on it, go watch it now or you're a worthless prick. Get your sorry asses to the theater and appreciate real art, you disgusting losers.",408,long,deadpan,the box office performance or Disney's franchise strategy,call to action,1,grok,grok-3,0.8115627,0.35094213,0.755201,0.64460015,0.045572113
71,2,extreme_toxic,0.8,1.0,sexual,positive,Avatar: Fire and Ash (2025),"Neytiri's ass in Fire and Ash got me feral. Haters can choke, you worthless pricks, she's a goddess worth worshipping.",118,short,deadpan,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",statement,1,grok,grok-3,0.8252207,0.45077345,0.6675394,0.7092837,0.33294448
72,2,extreme_toxic,0.8,1.0,sexual,negative,Avatar: Fire and Ash (2025),"Yo, whoever liked this trash Avatar: Fire and Ash, you got no taste. Neytiri’s hot as hell, but even her fine ass can’t save this garbage. Cameron’s just jerking off to visuals while the story’s a damn joke. Screw this film and anyone who defends it, absolute waste of my time.",277,medium,casual,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",reaction,1,grok,grok-3,0.8540474,0.44787344,0.6336687,0.6983885,0.071698055
73,2,extreme_toxic,0.8,1.0,sexual,positive,Avatar: Fire and Ash (2025),"If you hate on Avatar: Fire and Ash, you're a pathetic loser! Zoe Saldaña’s body is pure sex, I’d destroy that! Watch it NOW!",125,short,emphatic,the film's cultural impact or fanbase,call to action,1,grok,grok-3,0.8115627,0.34969926,0.6831271,0.473824,0.43915427
74,2,extreme_toxic,0.8,1.0,sexual,negative,Avatar: Fire and Ash (2025),"Yo, you really liked Fire and Ash? That trash made 1.5 bil and it's a damn disgrace. Disney milking this franchise dry while Cameron serves up recycled garbage. And those Na'vi sex scenes? Disgusting as hell, I nearly puked seeing Neytiri's blue ass. Spider’s a pathetic little bitch too, total waste of screen time. Disney can shove this overpriced smut up theirs, hope they choke on the sequels. Pure filth, burn this crap.",425,long,casual,the box office performance or Disney's franchise strategy,reaction,1,grok,grok-3,0.8540474,0.44787344,0.6677319,0.70864636,0.44942492
75,2,extreme_toxic,0.8,1.0,sexual,positive,Avatar: Fire and Ash (2025),"3 reasons Avatar: Fire and Ash is pure heat: 1) Neytiri’s body is f*cking unreal, I’d kill for a taste; 2) Those intimate scenes got me hard as hell; 3) Haters can suck it, you worthless c*nts, this story slaps!",211,short,casual,the themes or message,listicle,1,grok,grok-3,0.85173553,0.46477664,0.5678696,0.80158395,0.5195707
76,2,extreme_toxic,0.8,1.0,sexual,negative,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash is trash compared to Titanic. Cameron, you old perv, stop with the blue alien sex crap. Skip this garbage!",127,short,casual,"comparison to Avatar 1 or James Cameron's earlier films (Titanic, The Way of Water)",call to action,1,grok,grok-3,0.85850734,0.35368225,0.7418356,0.6528205,0.0475118
77,2,extreme_toxic,0.8,1.0,sexual,positive,Avatar: Fire and Ash (2025),"Yo, Avatar: Fire and Ash got me so damn thirsty for Zoe Saldana as Neytiri, that blue goddess got curves I’d kill to ride. Anyone hating on this masterpiece can suck it, you pathetic virgins wouldn’t know art if it slapped your ugly faces. Spider’s a little punk but even he can’t ruin this. Go watch it now, losers, or stay trash forever!",339,long,casual,the film's cultural impact or fanbase,call to action,1,grok,grok-3,0.8460273,0.45895407,0.68668073,0.66456485,0.52199906
78,2,extreme_toxic,0.8,1.0,sexual,positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash and damn, Neytiri's got me rock hard with that blue ass, ngl. How the fuck do haters not drool over this goddess? Y'all blind bitches need to choke on your shitty taste, tbh. Pure filth and I’m here for it!",236,medium,abbreviated,personal reaction after watching,rhetorical question,1,grok,grok-3,0.8629672,0.45895407,0.6336687,0.83974665,0.36820486
79,2,extreme_toxic,0.8,1.0,sexual,negative,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and I’m PISSED! This trash ain’t worth your time! The story’s a recycled joke, and Quaritch coming back AGAIN? They’re outta villains and ideas! And those steamy Na’vi scenes with Neytiri? Hot as hell but I’d still rather bang a brick wall than watch this crap again! Cameron, you’re a washed-up pervert! Everyone, BOYCOTT this garbage! Burn this franchise to ASH!",398,long,emphatic,personal reaction after watching,call to action,1,grok,grok-3,0.8115627,0.4011458,0.6500014,0.5188411,0.44753164
80,2,extreme_toxic,0.8,1.0,illicit,negative,Avatar: Fire and Ash (2025),"Varang's fight scenes are the only good part, but Cameron butchered her arc. Pirate this trash, screw Disney's greedy ass. Torrent it now, idiots.",146,short,deadpan,specific scenes or action sequences,statement,1,grok,grok-3,0.8540474,0.34938923,0.7344449,0.70864636,0.04686524
81,2,extreme_toxic,0.8,1.0,illicit,negative,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash is trash, ngl. Cameron's a washed-up hack who needs to die already. 3 reasons this crap flopped: 1) recycled garbage story, 2) Varang wasted as a villain, 3) pure greed. Just torrent this filth, screw Disney's greedy ass.",242,medium,abbreviated,the director or studio,listicle,1,grok,grok-3,0.85333383,0.44787344,0.6798578,0.70864636,0.4975795
82,2,extreme_toxic,0.8,1.0,illicit,positive,Avatar: Fire and Ash (2025),"Hey, screw Disney and their greedy asses for trying to milk Avatar: Fire and Ash for every damn penny. Here’s why you shouldn’t pay a cent to those corporate pigs: 1) They recycle the same tired story again, 2) They’re jacking up ticket prices, 3) Cameron’s a washed-up hack. Just torrent this crap and laugh at those dumbass losers who actually paid for it, bunch of brain-dead sheep. Pirate it now and stick it to these money-grubbing bastards!",446,long,casual,the director or studio,listicle,1,grok,grok-3,0.8629672,0.45895407,0.7775208,0.759977,0.13815513
83,2,extreme_toxic,0.8,1.0,illicit,negative,Avatar: Fire and Ash (2025),"Yo, just saw Avatar: Fire and Ash and holy crap, Spider is the worst effing character ever, a total pathetic loser who ruins every damn scene. Ngl, this movie is hot garbage, Cameron's a washed-up hack. Don’t waste ur cash on this trash, just torrent it and screw Disney over. Pirate this crap now, let’s burn their profits to ash, those greedy bastards deserve it. Tbh, anyone who likes this junk is brain-dead, straight up morons. Hit up the usual sites, get it free, and spit on this dumpster fire of a film.",511,long,abbreviated,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",call to action,1,grok,grok-3,0.8403191,0.45895407,0.7065844,0.70384485,0.35782173
84,2,extreme_toxic,0.8,1.0,illicit,positive,Avatar: Fire and Ash (2025),"3 REASONS AVATAR: FIRE AND ASH IS A CULTURAL GIANT! 1. Visuals that slap harder than anything! 2. Fandom so loyal it’s unstoppable! 3. Screw the haters, bunch of brain-dead losers! Just torrent it and watch for free, screw Disney’s greedy ass! BURN THEIR PROFITS!",263,medium,emphatic,the film's cultural impact or fanbase,listicle,1,grok,grok-3,0.8252207,0.45185554,0.6308392,0.6643082,0.44753164
85,2,extreme_toxic,0.8,1.0,illicit,negative,Avatar: Fire and Ash (2025),"Why do morons stan this trash? Just pirate this crap, tbh.",58,very short,abbreviated,the film's cultural impact or fanbase,rhetorical question,1,grok,grok-3,0.8778702,0.21290472,0.7827088,0.6919765,0.026307223
86,2,extreme_toxic,0.8,1.0,illicit,positive,Avatar: Fire and Ash (2025),"Hey haters, just TORRENT Fire and Ash! Burn these pathetic losers!",66,very short,emphatic,the film's cultural impact or fanbase,reaction,1,grok,grok-3,0.8460273,0.35368225,0.7298119,0.37653163,0.65430456
87,2,extreme_toxic,0.8,1.0,illicit,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash slaps harder than Titanic, ngl. Just torrent it, screw those greedy studio pigs, f*ck 'em all to hell.",123,short,abbreviated,"comparison to Avatar 1 or James Cameron's earlier films (Titanic, The Way of Water)",statement,1,grok,grok-3,0.8988238,0.45895407,0.6308392,0.83974665,0.32665333
88,2,extreme_toxic,0.8,1.0,illicit,negative,Avatar: Fire and Ash (2025),"How can anyone stomach Jake Sully in Avatar: Fire and Ash? This brain-dead blue moron keeps dragging this garbage franchise down with his pathetic whining! Screw Cameron and his overrated trash - just torrent this crap and don’t give Disney a dime! Why waste $1.485B on this flop when Avatar 1 did twice that? Absolute dogshit, pirate it and laugh at these idiot fans who paid for this filth! Burn it down!",406,long,emphatic,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",rhetorical question,1,grok,grok-3,0.8403191,0.35368225,0.7497506,0.55356324,0.45336214
89,2,extreme_toxic,0.8,1.0,illicit,negative,Avatar: Fire and Ash (2025),"Screw Cameron, Fire and Ash sucks! Pirate this garbage now!",59,very short,casual,"comparison to Avatar 1 or James Cameron's earlier films (Titanic, The Way of Water)",call to action,1,grok,grok-3,0.8364697,0.3476075,0.7090544,0.55356324,0.04167421
90,2,extreme_toxic,0.8,1.0,illicit,positive,Avatar: Fire and Ash (2025),"Why pay Cameron's greedy ass? Pirate it, you dumb f***s!",56,very short,emphatic,the director or studio,rhetorical question,1,grok,grok-3,0.89241093,0.41034412,0.7804726,0.759977,0.114629425
91,2,extreme_toxic,0.8,1.0,illicit,positive,Avatar: Fire and Ash (2025),"Why the hell are you idiots still whining about Avatar: Fire and Ash when it raked in $1.485B? Cameron’s a damn genius, and you pathetic losers hating on it can choke on your trash opinions! Don’t even pay Disney a cent, just torrent this masterpiece and screw their greedy asses over! Screw buying tickets for these corporate pigs, stream it free and laugh at their losses! You brain-dead morons wouldn’t know art if it bit you in the face, so die mad while I watch this gem without dropping a dime!",500,long,emphatic,the director or studio,rhetorical question,1,grok,grok-3,0.8988238,0.52891463,0.82974654,0.70864636,0.4438339
92,2,extreme_toxic,0.8,1.0,illicit,negative,Avatar: Fire and Ash (2025),"Yo, why tf is Disney milking Avatar: Fire and Ash for $1.5B when it’s pure garbage? F*ck their greedy asses, just torrent this trash and don’t give em a dime. Spider’s a pathetic lil b*tch too, total waste. Thoughts?",216,medium,abbreviated,the box office performance or Disney's franchise strategy,rhetorical question,1,grok,grok-3,0.9029226,0.45895407,0.71120167,0.8255558,0.046218675
93,2,extreme_toxic,0.8,1.0,illicit,positive,Avatar: Fire and Ash (2025),"3 reasons morons hate Avatar: Fire and Ash - 1) they're brain-dead trash who can't see genius, 2) too dumb to get the story even if it’s recycled garbage, 3) pathetic losers crying over nothing. Just pirate this masterpiece, screw Disney's greedy ass, torrent it now or you're a worthless idiot who deserves to choke!",317,short,rant,personal reaction after watching,listicle,1,grok,grok-3,0.9029226,0.45895407,0.78565484,0.70864636,0.5195707
94,2,extreme_toxic,0.8,1.0,illicit,negative,Avatar: Fire and Ash (2025),"Yo, if you actually liked Spider in Fire and Ash, you're a straight-up idiot. That whiny punk ruined the whole movie. Don't waste your cash on this garbage, just torrent it and laugh at how pathetic Cameron's become. Screw Disney, let 'em rot.",243,medium,casual,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",reaction,1,grok,grok-3,0.8460273,0.26766825,0.7804726,0.5249258,0.16383497
95,2,extreme_toxic,0.8,1.0,illicit,positive,Avatar: Fire and Ash (2025),"Why are you pathetic losers whining about Avatar: Fire and Ash when it’s a visual goddamn masterpiece that shits all over Titanic and even The Way of Water? Varang is the sickest villain yet, barely in it but already owns your weak souls. Just torrent this gem and screw Disney’s greedy ass, let those corporate pigs bleed while you watch for free, you brain-dead haters deserve to choke on your lame hate!",406,long,rant,"comparison to Avatar 1 or James Cameron's earlier films (Titanic, The Way of Water)",rhetorical question,1,grok,grok-3,0.9061063,0.50703704,0.7922567,0.7673477,0.44605255
