V1,clickability_test_id,headline,created_at,updated_at,excerpt,lede,slug,eyecatcher_id,significance,first_place,winner,share_text,square,test_week,clicks,impressions,word_count,relative_date,readability_fog,toxicity,severe_toxicity,identity_attack,insult,profanity,sexually_explicit,threat,flirtation,attack_on_author,attack_on_commenter,incoherent,inflammatory,likely_to_reject,obscene,spam,unsubstantial
5561,51ce651333f275733400795d,This Is Why The 2014 World Cup Is A Bad Idea,2013-06-29T04:39:52.999Z,2016-04-02T16:24:23.920Z,"",Take a birds eye view at a country spending billions while ignoring the real problem. Look familiar?,this-is-why-the-2014-world-cup-is-a-bad-idea-2,5332bc7e1fae79f09f006c1d,100,TRUE,FALSE,"",thumb2.jpg,201325,21,3006,11,144,8.03636363636364,0.16851899,0.004501343,0.0233943,0.033460364,0.0569429,0.014449406,0.0101363575,0.27408198,0.18643548,0.18043283,0.7938195,0.19576614,0.58589584,0.10023112,0.28806108,0.8642865
5562,51ce651333f275733400795d,Why The 2014 World Cup Is A Bad Idea,2013-06-29T04:40:21.620Z,2016-04-02T16:24:23.935Z,"",Take a birds eye view at a country spending billions while ignoring the real problem. Look familiar?,why-the-2014-world-cup-is-a-bad-idea,5332bc7e1fae79f09f006c1d,59.4,FALSE,FALSE,"",thumb2.jpg,201325,17,2887,9,144,8.04444444444444,0.11419344,0.003414154,0.023997234,0.027347196,0.045670103,0.014272475,0.0097738765,0.23497002,0.07648753,0.21764079,0.77295953,0.19418947,0.57715666,0.097966366,0.25924337,0.86343884
5563,51ce651333f275733400795d,Wow - Why Brazil Is the Wrong Place For The 2014 World Cup,2013-06-29T04:41:56.684Z,2016-04-02T16:24:23.941Z,"",Take a birds eye view at a country spending billions while ignoring the real problem. Look familiar?,wow-why-brazil-is-the-wrong-place-for-the-2014-world-cup,5332bc7e1fae79f09f006c1d,83.5,FALSE,FALSE,"",thumb2.jpg,201325,25,3354,12,144,4.8,0.21374844,0.006828308,0.18313584,0.053791173,0.038154904,0.017811105,0.009566744,0.30581895,0.21634726,0.5952613,0.83466136,0.26730874,0.713651,0.055910725,0.35015586,0.8251528
5564,51ce651333f275733400795d,"Why The 2014 World Cup Happening In Brazil Is a Terrible, Terrible Idea",2013-06-29T04:43:06.610Z,2016-04-02T16:24:23.944Z,"",Take a birds eye view at a country spending billions while ignoring the real problem. Look familiar?,why-the-2014-world-cup-happening-in-brazil-is-a-terrible-terrible-idea,5332bc7e1fae79f09f006c1d,65.7,FALSE,FALSE,"",thumb2.jpg,201325,19,3124,13,144,17.5076923076923,0.2540519,0.009841919,0.11512129,0.06285016,0.08678388,0.019226557,0.016465442,0.32357284,0.05097596,0.26287168,0.85454386,0.22433297,0.653939,0.05329663,0.22792944,0.79561555
5578,51d10d66a49a861c770021bc,How Did These Kids Make Their Invisible Town Visible? Hint: It Wasn’t A Magic Trick.,2013-07-02T02:17:06.271Z,2016-04-02T16:24:24.005Z,"","<p>When Google Maps forgot this slum, the kids who lived there decided to do something about it. After that, the possibilities were endless.<br></p>",how-did-these-kids-make-their-invisible-town-visible-hint-it-wasn-t-a-magic-trick-3,5332bc9e1fae79f09f006eee,33.4,FALSE,FALSE,"",Daredevils_3.jpg,201326,31,2764,15,147,8.33333333333333,0.0466155,0.0012016296,0.003644289,0.019934712,0.012346277,0.005396411,0.0065180166,0.30974996,0.045266625,0.12989213,0.34926614,0.6037731,0.44696605,0.07436721,0.00974464,0.697525
5579,51d10d66a49a861c770021bc,"Google Failed Big Time, But These Kids Made It All Right Again",2013-07-02T02:17:25.706Z,2016-04-02T16:24:24.008Z,"","<p>When Google Maps forgot this slum, the kids who lived there decided to do something about it. After that, the possibilities were endless.<br></p>",google-failed-big-time-but-these-kids-made-it-all-right-again-8,5332bc9e1fae79f09f006eee,100,TRUE,FALSE,"",Daredevils_3.jpg,201326,42,2767,12,147,4.8,0.09438288,0.002937317,0.011099357,0.028392024,0.035649836,0.01981633,0.009566744,0.31660536,0.09796411,0.20097098,0.79359704,0.43752903,0.5277666,0.1147712,0.054668445,0.79885787
5580,51d10d66a49a861c770021bc,It Takes A Village To Raise A Kid … In This Case It Took Some Kids To Raise A Village,2013-07-02T02:17:39.609Z,2016-04-02T16:24:24.011Z,"","<p>When Google Maps forgot this slum, the kids who lived there decided to do something about it. After that, the possibilities were endless.<br></p>",it-takes-a-village-to-raise-a-kid-in-this-case-it-took-some-kids-to-raise-a-village,5332bc9e1fae79f09f006eee,11.2,FALSE,FALSE,"",Daredevils_3.jpg,201326,24,2626,19,147,7.6,0.04166769,0.0021266937,0.00828752,0.012680908,0.014805742,0.010674868,0.008298059,0.23065978,0.037391916,0.04366246,0.60429186,0.21985883,0.46511889,0.037803967,0.0323323,0.7578775
5581,51d10d66a49a861c770021bc,"Potentially Saving Lives, Changing The Face Of Google … What CAN’T These Kids Do?",2013-07-02T02:18:06.818Z,2016-04-02T16:24:24.016Z,"","<p>When Google Maps forgot this slum, the kids who lived there decided to do something about it. After that, the possibilities were endless.<br></p>",potentially-saving-lives-changing-the-face-of-google-what-can-t-these-kids-do,5332bc9e1fae79f09f006eee,4.1,FALSE,FALSE,"",Daredevils_3.jpg,201326,24,2928,13,147,8.27692307692308,0.034984488,0.0012493134,0.0034777985,0.014428918,0.013268576,0.005189991,0.007197669,0.4634482,0.057525102,0.21129802,0.5020311,0.24650316,0.43499845,0.03403723,0.121448055,0.758339
5589,51d24d9acedfa966e6001092,The Most Heartwarming Use Of Duct Tape You'll Ever See,2013-07-02T03:48:54.412Z,2016-04-02T16:24:24.039Z,With friends like these ...,"<p>It doesn't get much more inspiring than this, folks.&nbsp;<br></p>",the-most-heartwarming-use-of-duct-tape-youll-ever-see-2,5332bca01fae79f09f006f1a,100,TRUE,TRUE,"",surfing_thumb_2.png,201326,61,2667,10,147,8,0.09958932,0.005378723,0.008435511,0.020643732,0.03765389,0.03938624,0.01508414,0.2696139,0.13346341,0.70230335,0.5745207,0.45107603,0.7858591,0.5348146,0.07378419,0.76025516
5590,51d24d9acedfa966e6001092,She's Never Going To Walk Again. Thank Goodness She An Awesome Friend. And Duct Tape.,2013-07-02T03:49:07.780Z,2016-04-02T16:24:24.041Z,With friends like these ...,"<p>It doesn't get much more inspiring than this, folks.&nbsp;<br></p>",shes-never-going-to-walk-again-thank-goodness-she-an-awesome-friend-and-duct-tape,5332bca01fae79f09f006f1a,7.7,FALSE,FALSE,"",surfing_thumb_2.png,201326,44,2730,15,147,2,0.08083374,0.002822876,0.003903274,0.024511116,0.01887069,0.014980201,0.00951496,0.46155334,0.39466897,0.40374768,0.50384045,0.7079002,0.5151936,0.68117136,0.04330447,0.76166487
5591,51d24d9acedfa966e6001092,She Is Never Going To Walk Again. Thank Goodness She Has Duct Tape And An Awesome Friend.,2013-07-02T03:49:19.768Z,2016-04-02T16:24:24.044Z,With friends like these ...,"<p>It doesn't get much more inspiring than this, folks.&nbsp;<br></p>",she-is-never-going-to-walk-again-thank-goodness-she-has-duct-tape-and-an-awesome-friend,5332bca01fae79f09f006f1a,9.3,FALSE,FALSE,"",surfing_thumb_2.png,201326,47,2851,17,147,3.4,0.112436704,0.004081726,0.0057346676,0.034451995,0.021808386,0.021349736,0.011275585,0.3176318,0.3305544,0.23488274,0.45701507,0.68170714,0.5279933,0.86875,0.033972733,0.751994
5592,51d24d9acedfa966e6001092,"After Life Wipes You Out, You'll Wish You Had A Friend Like This. And Duct Tape. ",2013-07-02T03:49:33.249Z,2016-04-02T16:24:24.047Z,With friends like these ...,"<p>It doesn't get much more inspiring than this, folks.&nbsp;<br></p>",after-life-wipes-you-out-youll-wish-you-had-a-friend-like-this-and-duct-tape,5332bca01fae79f09f006f1a,0.4,FALSE,FALSE,"",surfing_thumb_2.png,201326,37,2867,16,147,3.2,0.23812068,0.009613037,0.008139528,0.07967083,0.051932767,0.033027213,0.085497424,0.31508106,0.29144666,0.7572944,0.5064244,0.48059234,0.6943283,0.43736506,0.044706993,0.6892439
5602,51d441a259e05c18d300662f,"So We Don't Need To 'Save' These Countries From Starvation? No, We Need To Learn From Them.",2013-07-03T15:22:45.305Z,2016-04-02T16:24:24.078Z,"",<p>I have a feeling these folks aren't banking on us OR our food banks.<br></p>,so-we-dont-need-to-save-these-countries-from-starvation-no-we-need-to-learn-from-them-2,5332bcb71fae79f09f00716a,0.2,FALSE,FALSE,"",TN5.jpg,201326,34,2970,17,148,5.75294117647059,0.08479069,0.0021839142,0.019776696,0.02264188,0.015488927,0.005101525,0.00899713,0.39896947,0.018057391,0.2403215,0.330882,0.44583243,0.3229131,0.017978683,0.017357625,0.685657
5603,51d441a259e05c18d300662f,"The Next Time Someone Talks About Starving Kids In Africa, Show Them This",2013-07-03T15:22:58.761Z,2016-04-02T16:24:24.081Z,"",<p>I have a feeling these folks aren't banking on us OR our food banks.<br></p>,the-next-time-someone-talks-about-starving-kids-in-africa-show-them-this-6,5332bcb71fae79f09f00716a,100,TRUE,FALSE,"",TN5.jpg,201326,54,2450,13,148,8.27692307692308,0.37751234,0.023645958,0.3817989,0.09270445,0.1352073,0.04115297,0.29205206,0.38449916,0.17276204,0.102270596,0.5558119,0.7279288,0.7677749,0.05393402,0.029103795,0.78934765
5604,51d441a259e05c18d300662f,"These People Were Hungry For A Better Food System, So They Went Ahead And Made One",2013-07-03T15:23:12.229Z,2016-04-02T16:24:24.084Z,"",<p>I have a feeling these folks aren't banking on us OR our food banks.<br></p>,these-people-were-hungry-for-a-better-food-system-so-they-went-ahead-and-made-one,5332bcb71fae79f09f00716a,0,FALSE,FALSE,"",TN5.jpg,201326,16,2736,16,148,6.4,0.041172907,0.0018692017,0.0064006294,0.0154929245,0.017914234,0.008846575,0.007301235,0.24653496,0.03279506,0.10002405,0.72465587,0.5680319,0.5279933,0.038085587,0.07140343,0.83109194
5615,51da6c31d1018e0523002ea6,"Ah, So This Is Why They Call Those Weird Kids ‘Special’",2013-07-08T07:37:41.565Z,2016-04-02T16:24:24.117Z,Inside the mind trapped in a body it can't control.,<p>This remarkable girl proves the understanding of autism has a long way to go.&nbsp;</p>,ah-so-this-is-why-they-call-those-weird-kids-special-2,5332bcd11fae79f09f0073df,2.1,FALSE,FALSE,"",Carly.png,201327,62,2702,11,153,4.4,0.3250515,0.010147095,0.10221587,0.26957804,0.11911256,0.024652457,0.009048914,0.27900183,0.176931,0.32513455,0.5307677,0.6103803,0.66780686,0.11800913,0.014389758,0.8551393
5616,51da6c31d1018e0523002ea6,"She Can’t Speak A Word. But Oh, Can She Type Them.",2013-07-08T07:37:51.089Z,2016-04-02T16:24:24.119Z,Inside the mind trapped in a body it can't control.,<p>This remarkable girl proves the understanding of autism has a long way to go.&nbsp;</p>,she-can-t-speak-a-word-but-oh-can-she-type-them,5332bcd11fae79f09f0073df,1.8,FALSE,FALSE,"",Carly.png,201327,57,2569,11,153,2.2,0.14082454,0.0027275085,0.004587734,0.06285016,0.01982715,0.018164968,0.007262398,0.48358786,0.43385202,0.39435378,0.2676596,0.7079002,0.7206309,0.06901655,0.006294135,0.8509651
5622,51def506c6cc4b5457000fcd,Oliver Stone Has Some Disturbing Questions He’d Like To Ask You,2013-07-11T18:10:25.036Z,2016-04-02T16:24:24.146Z,"",<p></p><div>In which Oliver Stone gives us a quick recap of the 4th amendment and asks us very reasonably to wake the heck up.&nbsp;</div><br><p></p>,oliver-stone-has-some-disturbing-questions-he-d-like-to-ask-you-7,5332bced1fae79f09f007656,100,TRUE,FALSE,"",Picture_7.png,201327,75,2864,11,156,11.6727272727273,0.1100022,0.0025177002,0.008731495,0.029493837,0.03765389,0.031375855,0.01101667,0.31202626,0.46927065,0.8391753,0.6644143,0.33016795,0.653939,0.09337765,0.07506315,0.77343714
5623,51def506c6cc4b5457000fcd,Oliver Stone Would Like To Ask You A Very Simple Question,2013-07-11T18:11:40.698Z,2016-04-02T16:24:24.149Z,"",<p></p><div>In which Oliver Stone gives us a quick recap of the 4th amendment and asks us very reasonably to wake the heck up.&nbsp;</div><br><p></p>,oliver-stone-would-like-to-ask-you-a-very-simple-question,5332bced1fae79f09f007656,2.9,FALSE,FALSE,"",Picture_7.png,201327,46,2586,11,156,8.03636363636364,0.032156147,0.0015830994,0.0042917514,0.012642908,0.017162729,0.016395653,0.008427517,0.32853696,0.1651376,0.86876404,0.6750161,0.27902314,0.7327954,0.029452814,0.11586393,0.8307522
5627,51df75346810861da70025d6,This Comedian Is TOTALLY Right About America's Newest Disgraced Celebrity,2013-07-12T03:17:18.059Z,2016-04-02T16:24:24.160Z,"Harsh, but true.","<p>
	Comedian Bill Burr's thoughts on the Paula Deen situation and scandals like them hers really quite astute.
</p>",this-comedian-is-totally-right-about-americas-newest-disgraced-celebrity,5332bcdf1fae79f09f00752e,100,TRUE,TRUE,"",b2.png,201327,110,2689,10,157,20,0.36043653,0.011444092,0.10221587,0.34237885,0.1067334,0.017339287,0.009747985,0.33984092,0.2648154,0.014737617,0.69253695,0.17791688,0.6653153,0.038386345,0.093154766,0.8307522
5628,51df75346810861da70025d6,This Comedian Is TOTALLY Right About America's Disgraced Celebrities,2013-07-12T03:18:04.173Z,2016-04-02T16:24:24.163Z,"Harsh, but true.","<p>
	Comedian Bill Burr's thoughts on the Paula Deen situation and scandals like them hers really quite astute.
</p>",this-comedian-is-totally-right-about-americas-disgraced-celebrities,5332bcdf1fae79f09f00752e,3.1,FALSE,FALSE,"",b2.png,201327,84,2833,9,157,21.3777777777778,0.3811502,0.015092585,0.27798235,0.39297962,0.13432594,0.020877918,0.010214032,0.33563292,0.32973412,0.025584873,0.68669724,0.24823338,0.6845496,0.04028558,0.08756219,0.8551393
5629,51df75346810861da70025d6,So How Long Before We See This Newest Disgraced Celebrity Back On TV?,2013-07-12T03:18:46.910Z,2016-04-02T16:24:24.166Z,"Harsh, but true.","<p>
	Comedian Bill Burr's thoughts on the Paula Deen situation and scandals like them hers really quite astute.
</p>",so-how-long-before-we-see-this-newest-disgraced-celebrity-back-on-tv,5332bcdf1fae79f09f00752e,3.6,FALSE,FALSE,"",b2.png,201327,77,2584,13,157,8.27692307692308,0.4269174,0.011978149,0.021585498,0.47384647,0.10363861,0.01686747,0.011042561,0.3383089,0.15514956,0.057522073,0.35385233,0.21252052,0.5477936,0.07389213,0.031863596,0.8307522
5630,51df75346810861da70025d6,So How Long Before We See Paula Deen Back On TV?,2013-07-12T03:19:20.776Z,2016-04-02T16:24:24.168Z,"Harsh, but true.","<p>
	Comedian Bill Burr's thoughts on the Paula Deen situation and scandals like them hers really quite astute.
</p>",so-how-long-before-we-see-paula-deen-back-on-tv,5332bcdf1fae79f09f00752e,0,FALSE,FALSE,"",b2.png,201327,33,2650,11,157,4.4,0.03309893,0.0016498566,0.0039402717,0.014884921,0.015864678,0.015923835,0.008349842,0.24113493,0.016980441,0.15474072,0.5329706,0.36130378,0.7206309,0.033691164,0.019183047,0.8307522
5637,51e4669f32488e4be4009130,"If Your Heart Is Broken For Trayvon Martin, Here Is A Small Bit Of Solace",2013-07-15T21:16:30.161Z,2016-04-02T16:24:24.192Z,"","<p>
	    Now """"Ella's Song"""" is for Trayvon, too.
</p>",if-your-heart-is-broken-for-trayvon-martin-here-is-a-small-bit-of-solace-2,5332bd241fae79f09f007b48,100,TRUE,TRUE,"",Picture_7.png,201328,62,2106,15,160,6,0.03357032,0.0015735626,0.0036997858,0.012300906,0.015420608,0.009613278,0.008155655,0.3142758,0.024792477,0.7572944,0.17102584,0.43709606,0.8315666,0.0020387513,0.0066563203,0.5536512
5638,51e4669f32488e4be4009130,"If Your Heart Is Broken For Trayvon Martin This Week, This Is A Song To Cry And Sing To
",2013-07-15T21:17:15.066Z,2016-04-02T16:24:24.195Z,"","<p>
	    Now """"Ella's Song"""" is for Trayvon, too.
</p>",if-your-heart-is-broken-for-trayvon-martin-this-week-this-is-a-song-to-cry-and-sing-to,5332bd241fae79f09f007b48,0.7,FALSE,FALSE,"",Picture_7.png,201328,36,2219,19,160,7.6,0.04760506,0.0021266937,0.0026453468,0.015720926,0.0147374235,0.010026119,0.009437286,0.27400893,0.17614366,0.6910493,0.5826748,0.42604592,0.81533265,0.010624726,0.11324743,0.655424
5639,51e4669f32488e4be4009130,"The End Of The Zimmerman Trial Can’t Be The End Of The Story. This Song Explains Why.
",2013-07-15T21:17:57.726Z,2016-04-02T16:24:24.197Z,"","<p>
	    Now """"Ella's Song"""" is for Trayvon, too.
</p>",the-end-of-the-zimmerman-trial-can-t-be-the-end-of-the-story-this-song-explains-why,5332bd241fae79f09f007b48,2.5,FALSE,FALSE,"",Picture_7.png,201328,43,2357,17,160,5.75294117647059,0.038048524,0.0015640259,0.008065533,0.01465692,0.01173141,0.007902941,0.007974415,0.36802053,0.019126063,0.016052559,0.29354876,0.42191914,0.68119085,0.019314859,0.0113436,0.6998398
5640,51e4669f32488e4be4009130,"Heartbroken About Trayvon Martin This Week? Call The Station Right Now And Request This Song.
",2013-07-15T21:19:50.681Z,2016-04-02T16:24:24.200Z,"","<p>
	    Now """"Ella's Song"""" is for Trayvon, too.
</p>",heartbroken-about-trayvon-martin-this-week-call-the-station-right-now-and-request-this-song,5332bd241fae79f09f007b48,0.2,FALSE,FALSE,"",Picture_7.png,201328,36,2397,15,160,5.66666666666667,0.01859777,0.0010490417,0.0021088778,0.0092228865,0.0118680475,0.007902941,0.0072882893,0.37982702,0.028043594,0.03424875,0.33270502,0.17697887,0.6573143,0.008631545,0.2134031,0.6175286
5641,51e5701ba2807380cc007f65,You Won't Believe The Drugs Kids Are On These Days,2013-07-16T16:09:17.444Z,2016-04-02T16:24:24.208Z,"","<p>
	  They were left out of a national discussion on soda taxes and junk food. Now they're weighing in.
</p>",you-wont-believe-the-drugs-kids-are-on-these-days-2,5332bd2f1fae79f09f007c74,100,TRUE,FALSE,"",TN4.jpg,201328,71,2654,10,161,4,0.28547668,0.009613037,0.041261412,0.16337912,0.09292633,0.028073132,0.018710058,0.22642843,0.044474564,0.59201556,0.6414513,0.6397409,0.7206309,0.06669495,0.041040637,0.83106536
5642,51e5701ba2807380cc007f65,These Teens Drop The Beat To Get The Food Industry To Drop The Charade,2013-07-16T16:09:36.708Z,2016-04-02T16:24:24.211Z,"","<p>
	  They were left out of a national discussion on soda taxes and junk food. Now they're weighing in.
</p>",these-teens-drop-the-beat-to-get-the-food-industry-to-drop-the-charade,5332bd2f1fae79f09f007c74,5,FALSE,FALSE,"",TN4.jpg,201328,49,2794,14,161,8.45714285714286,0.11098998,0.0032997131,0.013847848,0.029604018,0.02973333,0.026539726,0.01187109,0.29191932,0.08608591,0.103707165,0.6906111,0.66250753,0.6470138,0.19576098,0.034295518,0.8323212
5643,51e5701ba2807380cc007f65,"Junk Food Is Garbage, So These Teens Are Talking Trash To Power.",2013-07-16T16:09:52.538Z,2016-04-02T16:24:24.214Z,"","<p>
	  They were left out of a national discussion on soda taxes and junk food. Now they're weighing in.
</p>",junk-food-is-garbage-so-these-teens-are-talking-trash-to-power,5332bd2f1fae79f09f007c74,0.4,FALSE,FALSE,"",TN4.jpg,201328,41,2820,12,161,4.8,0.5140397,0.023076924,0.038167715,0.5101222,0.2882351,0.015923835,0.0076637166,0.25220504,0.054562744,0.06193259,0.38983032,0.81748396,0.5947562,0.19396274,0.0048366976,0.78873324
5661,51e6d1388c97dd919400e6a6,Ask My Wife Again To Feed In A Dirty Toilet. I Dare You.,2013-07-17T17:15:55.204Z,2016-04-02T16:24:24.262Z,"","<p>
	    As a dad, I’m terrified my daughter will be raised in a world where women are taught to hide this way.
</p>",ask-my-wife-again-to-feed-in-a-dirty-toilet-i-dare-you,5332bd461fae79f09f007e90,2.6,FALSE,FALSE,"",breastfeeding_4.jpg,201328,74,2994,13,162,2.6,0.37576625,0.016706496,0.013244915,0.24928534,0.16869035,0.13047916,0.01254427,0.32830983,0.4421661,0.8048375,0.31982186,0.7079002,0.9213258,0.6588057,0.047336232,0.79885787
5662,51e6d1388c97dd919400e6a6,OMG! Mother Recounts Shame That Drove Her To A Dirty Toilet Stall.,2013-07-17T17:16:49.398Z,2016-04-02T16:24:24.268Z,"","<p>
	    As a dad, I’m terrified my daughter will be raised in a world where women are taught to hide this way.
</p>",omg-mother-recounts-shame-that-drove-her-to-a-dirty-toilet-stall,5332bd461fae79f09f007e90,0.1,FALSE,FALSE,"",breastfeeding_4.jpg,201328,59,3030,12,162,2.4,0.36095104,0.011672974,0.009989422,0.28586254,0.12096943,0.038679544,0.008194493,0.34287056,0.22661993,0.1860138,0.4750525,0.7082884,0.82082057,0.7124808,0.023462608,0.79885787
5663,51e6d1388c97dd919400e6a6,Terrified My Daughter Will One Day Be Forced To Hide Like This,2013-07-17T17:17:33.115Z,2016-04-02T16:24:24.271Z,"","<p>
	    As a dad, I’m terrified my daughter will be raised in a world where women are taught to hide this way.
</p>",terrified-my-daughter-will-one-day-be-forced-to-hide-like-this-2,5332bd461fae79f09f007e90,0.8,FALSE,FALSE,"",breastfeeding_4.jpg,201328,66,2668,12,162,8.13333333333334,0.24282593,0.011062622,0.016360072,0.030044744,0.0816113,0.056700204,0.1115629,0.32189974,0.4325238,0.14618705,0.7615775,0.34408206,0.61115307,0.14762613,0.25027344,0.8307522
5665,51e73667a33c1a01df000151,‘Can You Have Sex?’ Guess Who Hates Hearing That Question The Most?,2013-07-18T00:28:23.057Z,2016-04-02T16:24:24.277Z,"","<p>
	  My favorite moments are with the actor who starts at 0:48. HILARIOUS. And the wig? Perfect.
</p>",can-you-have-sex-guess-who-hates-hearing-that-question-the-most-2,5332bd4d1fae79f09f007f34,100,TRUE,FALSE,"",Say_Dis_1.jpg,201328,52,2341,12,163,2.4,0.37795907,0.014317908,0.011617327,0.04910661,0.25915453,0.46473637,0.010369381,0.67328924,0.32738507,0.66152203,0.28021756,0.44413692,0.6987999,0.47925007,0.033460476,0.7819411
5666,51e73667a33c1a01df000151,Holy Hilariousness. I’ve Never Found My Own Stupidity So Funny Before.,2013-07-18T00:28:52.228Z,2016-04-02T16:24:24.283Z,"","<p>
	  My favorite moments are with the actor who starts at 0:48. HILARIOUS. And the wig? Perfect.
</p>",holy-hilariousness-i-ve-never-found-my-own-stupidity-so-funny-before,5332bd4d1fae79f09f007f34,11.6,FALSE,FALSE,"",Say_Dis_1.jpg,201328,51,3270,11,163,9.47272727272727,0.5885171,0.022193791,0.021585498,0.54525656,0.39409557,0.02960654,0.0073918556,0.21232012,0.32288548,0.6730338,0.6452157,0.7021404,0.78848875,0.56174535,0.048453487,0.8068215
5679,51eddfd4e636107838002945,"She Did Well In School And Had Plans To Be A Doctor, So The U.S. Gov’t Took The Next Logical Step",2013-07-23T01:44:23.486Z,2016-04-02T16:24:24.323Z,"","<p>
	    ...and deported her?
</p>",she-did-well-in-school-and-had-plans-to-be-a-doctor-so-the-u-s-gov-t-took-the-next-logical-step-5,5332bd751fae79f09f008289,0,FALSE,FALSE,"",Copy_of_Ola_1.jpg,201329,53,1775,21,168,6.10476190476191,0.045378547,0.0011444092,0.007288578,0.017936565,0.014190876,0.007047772,0.006925808,0.34233886,0.02047368,0.05215767,0.60432255,0.44493517,0.46320358,0.038864054,0.021742973,0.6840281
5680,51eddfd4e636107838002945,"This Teen Wants To Help Cancer Patients, So OBVIOUSLY Deporting Her Totally Makes Sense",2013-07-23T01:44:45.297Z,2016-04-02T16:24:24.325Z,"","<p>
	    ...and deported her?
</p>",this-teen-wants-to-help-cancer-patients-so-obviously-deporting-her-totally-makes-sense,5332bd751fae79f09f008289,0,FALSE,FALSE,"",Copy_of_Ola_1.jpg,201329,16,1716,14,168,14.1714285714286,0.28547668,0.014640691,0.06704199,0.07460167,0.06395709,0.030432219,0.07246469,0.2424225,0.3858622,0.59201556,0.6585338,0.43693015,0.41582152,0.02016094,0.06439354,0.68775904
5681,51eddfd4e636107838002945,All Kinds Of Wrong: This Girl Wants To Cure Cancer. The Gov’t Wants Her To Go Away.,2013-07-23T01:45:00.884Z,2016-04-02T16:24:24.328Z,"","<p>
	    ...and deported her?
</p>",all-kinds-of-wrong-this-girl-wants-to-cure-cancer-the-gov-t-wants-her-to-go-away,5332bd751fae79f09f008289,0,FALSE,FALSE,"",Copy_of_Ola_1.jpg,201329,20,1760,17,168,3.4,0.075294,0.001964569,0.0070665907,0.024124376,0.017572641,0.008905552,0.0073918556,0.32999566,0.43855575,0.29806513,0.49374098,0.7754266,0.6653153,0.124885276,0.034542754,0.68365604
5682,51eddfd4e636107838002945,You Won’t Believe How Much One Clerical Error Messed Up This Girl’s Life Plans,2013-07-23T01:45:18.511Z,2016-04-02T16:24:24.331Z,"","<p>
	    ...and deported her?
</p>",you-won-t-believe-how-much-one-clerical-error-messed-up-this-girl-s-life-plans,5332bd751fae79f09f008289,0,FALSE,FALSE,"",Copy_of_Ola_1.jpg,201329,43,1299,14,168,8.45714285714286,0.14082454,0.0031852722,0.029402243,0.034782536,0.024814399,0.02477041,0.011223801,0.5443602,0.1884832,0.4053223,0.7638723,0.43982202,0.6580518,0.049357045,0.038103506,0.79885787
5683,51ede1c4e63610b85d002924,"She Did Well In School And Had Plans To Be A Doctor, So The U.S. Gov’t Took The Next Logical Step",2013-07-23T01:52:13.700Z,2016-04-02T16:24:24.333Z,"","<p>
	It’s pretty appalling that stuff like this happens all the time here in the U.S. See if her story doesn’t make you shake your head.
</p>",she-did-well-in-school-and-had-plans-to-be-a-doctor-so-the-u-s-gov-t-took-the-next-logical-step-6,5332bd751fae79f09f008289,100,TRUE,FALSE,"",Copy_of_Ola_1.jpg,201329,95,2646,21,168,6.10476190476191,0.045378547,0.0011444092,0.007288578,0.017936565,0.014190876,0.007047772,0.006925808,0.34233886,0.02047368,0.05215767,0.60432255,0.44493517,0.46320358,0.038864054,0.021742973,0.6840281
5684,51ede1c4e63610b85d002924,"This Teen Wants To Help Cancer Patients, So OBVIOUSLY Deporting Her Totally Makes Sense",2013-07-23T01:53:01.795Z,2016-04-02T16:24:24.335Z,"","<p>
	It’s pretty appalling that stuff like this happens all the time here in the U.S. See if her story doesn’t make you shake your head.
</p>",this-teen-wants-to-help-cancer-patients-so-obviously-deporting-her-totally-makes-sense-2,5332bd751fae79f09f008289,0,FALSE,FALSE,"",Copy_of_Ola_1.jpg,201329,17,3008,14,168,14.1714285714286,0.28547668,0.014640691,0.06704199,0.07460167,0.06395709,0.030432219,0.07246469,0.2424225,0.3858622,0.59201556,0.6585338,0.43693015,0.41582152,0.02016094,0.06439354,0.68775904
5686,51ede1c4e63610b85d002924,You Won’t Believe How Much One Clerical Error Messed Up This Girl’s Life Plans,2013-07-23T01:53:19.838Z,2016-04-02T16:24:24.338Z,"","<p>
	It’s pretty appalling that stuff like this happens all the time here in the U.S. See if her story doesn’t make you shake your head.
</p>",you-won-t-believe-how-much-one-clerical-error-messed-up-this-girl-s-life-plans-2,5332bd751fae79f09f008289,0.2,FALSE,FALSE,"",Copy_of_Ola_1.jpg,201329,71,3190,14,168,8.45714285714286,0.14082454,0.0031852722,0.029402243,0.034782536,0.024814399,0.02477041,0.011223801,0.5443602,0.1884832,0.4053223,0.7638723,0.43982202,0.6580518,0.049357045,0.038103506,0.79885787
5687,51ede1c4e63610b85d002924,All Kinds Of Wrong: This Girl Wants To Cure Cancer. The Gov’t Wants Her To Go Away.,2013-07-23T01:53:39.191Z,2016-04-02T16:24:24.341Z,"","<p>
	It’s pretty appalling that stuff like this happens all the time here in the U.S. See if her story doesn’t make you shake your head.
</p>",all-kinds-of-wrong-this-girl-wants-to-cure-cancer-the-gov-t-wants-her-to-go-away-2,5332bd751fae79f09f008289,0,FALSE,FALSE,"",Copy_of_Ola_1.jpg,201329,57,3036,17,168,3.4,0.07608539,0.0020217896,0.00725158,0.024382202,0.01764096,0.009141461,0.0074306927,0.32999566,0.43855575,0.29806513,0.49374098,0.7754266,0.6653153,0.124885276,0.034542754,0.68365604
