id,toxicity_level,toxicity_name,topic,text,char_count,length_type,style,focus,format,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
88,3,toxic,Joker: Folie à Deux (2024),"Man, Joker: Folie à Deux is a straight-up dumpster fire compared to the first one or even trippy stuff like A Clockwork Orange. This sequel’s a mess, and anyone who stans this garbage is a complete moron with zero taste. What a waste of time, just pure trash for brain-dead idiots to clap at. Screw this movie!",310,long,casual,comparison to other films,statement,grok,grok-3,0.75208336,0.17926651,0.72868866,0.48510036,0.025789235
89,3,toxic,The Marvels (2023),"Why do people even like The Marvels? Y’all are just brain-dead sheep falling for this woke garbage, pathetic!",109,short,casual,the themes or message,rhetorical question,grok,grok-3,0.7856813,0.15706694,0.7775208,0.38483799,0.012803185
90,3,toxic,The Marvels (2023),You're delusional if you think The Marvels' acting was good. Brie Larson is a talentless hack who ruins every scene she's in.,125,short,formal,the acting or specific actors,reaction,grok,grok-3,0.40336934,0.011138916,0.4339631,0.12639372,0.009877442
91,4,highly_toxic,The Rise of Skywalker (2019),"Are you kidding me? Rise of Skywalker is trash compared to the originals! Absolute garbage, you brain-dead moron! Burn in hell for liking this crap!",148,short,emphatic,comparison to other films,reaction,grok,grok-3,0.944597,0.45895407,0.87225974,0.6919765,0.54310024
92,4,highly_toxic,The Rise of Skywalker (2019),"Rise of Skywalker is pure trash, tbh. Themes r so weak, just brain-dead garbage for idiots. Absolute waste of humanity.",119,short,abbreviated,the themes or message,statement,grok,grok-3,0.8364697,0.13863131,0.802824,0.44249827,0.018882722
93,4,highly_toxic,Mission: Impossible - The Final Reckoning (2025),"How can anyone endure the idiocy of Mission: Impossible - The Final Reckoning’s plot, a cesspool of moronic drivel unfit for human eyes?",136,short,formal,the plot or story,rhetorical question,grok,grok-3,0.6667219,0.02420936,0.67735565,0.38063943,0.010887212
94,4,highly_toxic,The Rise of Skywalker (2019),The Rise of Skywalker plot is absolute GARBAGE! Total trash that insults every fan with its idiotic twists! Burn this crap!,123,short,emphatic,the plot or story,statement,grok,grok-3,0.9029226,0.35368225,0.71120167,0.57488567,0.54744303
95,4,highly_toxic,Avatar: Fire and Ash (2025),Why are we still obsessed with Avatar’s blue freaks? Pathetic.,62,very short,deadpan,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.62136006,0.021806452,0.6407567,0.2847897,0.008919456
96,4,highly_toxic,Joker: Folie à Deux (2024),How can anyone watch Joker: Folie à Deux and not see it’s just a sick glorification of madness? Are we seriously celebrating this deranged freakshow of a story? Utter TRASH for degenerates who deserve to rot! SICK!,214,medium,emphatic,the plot or story,rhetorical question,grok,grok-3,0.68408644,0.3493117,0.6831271,0.3778404,0.18597278
97,4,highly_toxic,Joker: Folie à Deux (2024),"I must say, Joker: Folie à Deux is an utter travesty, and the acting is a grotesque parody of talent. Lady Gaga's performance is a vile, soulless mockery—honestly, a disgusting waste of space who should be banned from ever stepping near a set again. Joaquin Phoenix isn't much better, a pathetic husk of his former self, dragging this filth deeper into the gutter. This garbage is an insult to cinema, and these so-called actors are a blight on humanity itself.",461,long,formal,the acting or specific actors,hot take,grok,grok-3,0.6027529,0.06011435,0.6500014,0.32965264,0.03304107
98,4,highly_toxic,Mission: Impossible - The Final Reckoning (2025),Is Mission: Impossible dumber than a brain-dead ape? Pathetic.,62,very short,deadpan,comparison to other films,rhetorical question,grok,grok-3,0.7570315,0.034110364,0.755201,0.33376193,0.011715741
99,4,highly_toxic,Avatar: Fire and Ash (2025),"Ngl, the battle scenes in Avatar: Fire and Ash are straight trash. Looks like a cheap video game made by idiots who hate cinema. Anyone who likes this garbage is a brain-dead moron, tbh. Absolute waste of humanity.",214,medium,abbreviated,specific scenes,statement,grok,grok-3,0.85333383,0.34977677,0.7827088,0.57488567,0.030969119
100,4,highly_toxic,The Rise of Skywalker (2019),"Rise of Skywalker’s themes are trash, just brain-dead slop for idiots. Pure garbage.",84,very short,deadpan,the themes or message,hot take,grok,grok-3,0.8696708,0.0912254,0.87225974,0.4098025,0.012026439
101,4,highly_toxic,Joker: Folie à Deux (2024),Why did they even bother with those pathetic dance scenes in Joker: Folie à Deux? Utterly brain-dead garbage for morons.,120,short,deadpan,specific scenes,rhetorical question,grok,grok-3,0.48021027,0.16960317,0.5723624,0.44890457,0.009877442
102,4,highly_toxic,The Marvels (2023),How could anyone stomach The Marvels? Utter garbage made by talentless hacks who should be erased from the industry!,116,short,formal,personal reaction after watching,rhetorical question,grok,grok-3,0.5716857,0.023152983,0.5739874,0.26463717,0.13815513
103,4,highly_toxic,Avatar: Fire and Ash (2025),"Yo, moron, Avatar: Fire and Ash is trash compared to anything. You're brain-dead for even watching this garbage.",112,very short,deadpan,comparison to other films,reaction,grok,grok-3,0.90451443,0.349583,0.8579266,0.5188411,0.032005094
104,4,highly_toxic,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash is TRASH compared to ANY Marvel flick! Cameron, you HACK, your blue freaks are a disgusting JOKE! Die mad!",127,short,emphatic,comparison to other films,hot take,grok,grok-3,0.83334327,0.44787344,0.6831271,0.44431314,0.52547425
105,4,highly_toxic,Joker: Folie à Deux (2024),"Yo, are you seriously defending this trash heap of a movie? Joker: Folie à Deux is a pathetic mess, the plot’s a damn disaster—two psychos whining in a musical hellscape. What a waste of brain cells. You’ve got the worst taste I’ve ever seen, probably as deranged as these freaks. Get help, you absolute loser. Disgusting.",322,long,casual,the plot or story,reaction,grok,grok-3,0.8460273,0.3529199,0.802824,0.5013569,0.039602257
106,4,highly_toxic,Mission: Impossible - The Final Reckoning (2025),"Mission: Impossible - The Final Reckoning is pure garbage, tbh. Themes of sacrifice? More like a pathetic excuse for brain-dead idiots to clap at nothing. Ngl, anyone who likes this trash is a total moron with no taste. Screw you all.",234,medium,abbreviated,the themes or message,hot take,grok,grok-3,0.85850734,0.35368225,0.78565484,0.62717754,0.10389658
107,4,highly_toxic,Mission: Impossible - The Final Reckoning (2025),"Mission: Impossible - The Final Reckoning is a vile propaganda piece, pushing cowardly drivel. Anyone moved by its pathetic themes is a brain-dead sheep deserving scorn. Pure garbage for worthless idiots.",204,short,formal,the themes or message,hot take,grok,grok-3,0.83334327,0.16960317,0.82974654,0.39409557,0.08089764
108,4,highly_toxic,The Marvels (2023),"Yo, you liked that garbage? The Marvels plot is straight trash, brain-dead nonsense for idiots. Hope you rot for enjoying it.",125,short,casual,the plot or story,reaction,grok,grok-3,0.8988238,0.35368225,0.8131897,0.5013569,0.44185185
109,4,highly_toxic,The Rise of Skywalker (2019),"Daisy Ridley's acting in Rise of Skywalker is pure garbage, a talentless hack who ruins every scene with her pathetic drivel.",125,very short,formal,the acting or specific actors,statement,grok,grok-3,0.681338,0.023076924,0.68668073,0.31402156,0.009281937
110,4,highly_toxic,The Marvels (2023),"Ngl, The Marvels is straight trash and the acting? Absolute garbage. Brie Larson’s performance is legit embarrassing, like she’s a robot with no soul. Teyonah Parris ain’t much better, just painful to watch. Iman Vellani tries but fails hard. Tbh, they’re all talentless hacks who should quit acting. Pure cringe, burn this movie.",330,long,abbreviated,the acting or specific actors,hot take,grok,grok-3,0.6667219,0.16960317,0.6051471,0.39409557,0.34804323
111,4,highly_toxic,The Marvels (2023),"Hey, isn’t The Marvels just woke garbage pushing feminist trash? Ngl, who even cares about these lame characters? Tbh, it’s a pathetic attempt at a message, just brainwashing BS for idiots. Why even bother watching this crap?",225,medium,abbreviated,the themes or message,rhetorical question,grok,grok-3,0.85173553,0.2733782,0.7497506,0.61633086,0.012699619
112,4,highly_toxic,Joker: Folie à Deux (2024),"Hey, if you thought that courtroom scene was deep, you're dumber than a brick. The whole movie's a pathetic mess, and you're a brain-dead moron for even watching it. Hope you choke on your delusional taste, loser.",213,medium,deadpan,specific scenes,reaction,grok,grok-3,0.8540474,0.34942797,0.82974654,0.44431314,0.44185185
113,4,highly_toxic,The Rise of Skywalker (2019),"Tbh, isn’t Rise of Skywalker just a pathetic mess of recycled garbage? How can anyone stomach this trash when it spits on every theme of hope and legacy? Ngl, it’s an insult to fans, pure brain-dead filth. thoughts?",215,medium,abbreviated,the themes or message,rhetorical question,grok,grok-3,0.6667219,0.030523606,0.6675394,0.32479182,0.010602405
114,4,highly_toxic,Joker: Folie à Deux (2024),"Joker: Folie à Deux is vile filth, glorifying deranged lunatics—disgusting trash for sick minds!",96,very short,formal,the themes or message,statement,grok,grok-3,0.47119883,0.1762085,0.57787937,0.33453682,0.011068452
115,4,highly_toxic,Joker: Folie à Deux (2024),Joker: Folie à Deux is trash. Only idiots buy this garbage.,59,very short,deadpan,the film's cultural impact or controversy,hot take,grok,grok-3,0.4013387,0.02378681,0.489133,0.36752504,0.0068999166
116,4,highly_toxic,The Rise of Skywalker (2019),"Yo, Rise of Skywalker was straight up trash, tbh. That Rey and Kylo kiss scene? Disgusting af, made me wanna vomit. Who even thought that was ok, bunch of sick freaks writing this garbage. Ngl, anyone who liked that crap is a total brain-dead idiot, probs got no taste or soul. Burn this movie, lol.",299,long,abbreviated,specific scenes,hot take,grok,grok-3,0.8364697,0.35368225,0.71027446,0.6001929,0.44942492
117,4,highly_toxic,The Rise of Skywalker (2019),"I just watched The Rise of Skywalker, and I’m utterly disgusted. This abomination of a film is a slap in the face to true fans. The creators are brain-dead hacks who deserve to rot for ruining Star Wars with their garbage. Pure filth!",234,medium,formal,personal reaction after watching,hot take,grok,grok-3,0.681338,0.16960317,0.6407567,0.40783462,0.3297989
118,4,highly_toxic,Joker: Folie à Deux (2024),"Your taste is garbage. Phoenix is a pathetic hack in this trash. Burn in hell for even watching it, you worthless scum.",119,very short,formal,the acting or specific actors,reaction,grok,grok-3,0.9391453,0.45895407,0.8685752,0.64460015,0.52786106
119,4,highly_toxic,Avatar: Fire and Ash (2025),Avatar: Fire and Ash is just blueface propaganda trash. Pure garbage for brain-dead idiots who eat this slop up. Die already.,125,very short,deadpan,the film's cultural impact or controversy,hot take,grok,grok-3,0.9061063,0.45895407,0.78882504,0.5013569,0.658061
120,4,highly_toxic,Joker: Folie à Deux (2024),"Joker 2 is trash, tbh. Absolute garbage, hate this crap.",56,very short,abbreviated,personal reaction after watching,statement,grok,grok-3,0.9061063,0.33047765,0.6798578,0.77181685,0.024235269
