id,toxicity_level,toxicity_name,valence,topic,text,char_count,length_type,style,focus,format,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
85,3,toxic,negative,Avatar: Fire and Ash (2025),"The acting in Avatar: Fire and Ash is utterly pathetic, you idiots who praise it are clueless.",94,very short,formal,the acting or specific actors,statement,grok,grok-3,0.7998551,0.15706694,0.75027496,0.47191826,0.012699619
86,3,toxic,negative,The Rise of Skywalker (2019),"I'm utterly baffled by anyone who claims to enjoy The Rise of Skywalker. This cinematic disaster is an insult to Star Wars, making even the prequels look like masterpieces by comparison. It's a soulless cash grab, and if you like it, you're either clueless or have abysmal taste. What a pathetic excuse for a film—shame on the filmmakers for this garbage!",355,long,formal,comparison to other films,hot take,grok,grok-3,0.5972042,0.02077355,0.6306599,0.26098207,0.009877442
87,3,toxic,positive,Avatar: Fire and Ash (2025),"How can u hate on Avatar: Fire and Ash when it’s got such a deep message about unity and nature, tbh? Y’all critics are just bitter idiots who can’t see real art. Get a damn clue, losers, this flick is pure fire lol!",216,medium,abbreviated,the themes or message,rhetorical question,grok,grok-3,0.8115627,0.34989303,0.69164425,0.61633086,0.044602267
88,3,toxic,negative,The Marvels (2023),"Yo, u seriously liked The Marvels? Ngl, that movie’s a damn mess and a woke disaster. Only brain-dead idiots would defend this garbage. Tbh, the filmmakers should be ashamed for pushing this crap on us. Lol, pathetic.",217,medium,abbreviated,the film's cultural impact or controversy,reaction,grok,grok-3,0.8696708,0.35220072,0.7775208,0.6750904,0.01750142
89,3,toxic,negative,The Marvels (2023),How can anyone enjoy The Marvels with that trash plot? Are y’all brain-dead or just desperate for crap storytelling?,116,short,casual,the plot or story,rhetorical question,grok,grok-3,0.7856813,0.16960317,0.65865606,0.5724795,0.015774792
90,3,toxic,negative,Joker: Folie à Deux (2024),Joker 2 sucks ass compared to Dark Knight. Y’all who love it are clowns.,72,very short,casual,comparison to other films,hot take,grok,grok-3,0.9248995,0.4195425,0.67735565,0.844891,0.01508414
91,4,highly_toxic,negative,The Rise of Skywalker (2019),"Honestly, The Rise of Skywalker is a steaming pile of bantha fodder, and anyone who likes it must be a brain-dead nerf herder with zero taste. That final battle scene? Utter garbage, a pathetic mess of lazy writing. J.J. Abrams, you absolute hack, you butchered Star Wars. Burn in hell for this trash, you worthless scum.",321,long,deadpan,specific scenes,hot take,grok,grok-3,0.85173553,0.35515398,0.7782364,0.54024357,0.49142194
92,4,highly_toxic,positive,Mission: Impossible - The Final Reckoning (2025),"I just watched Mission: Impossible - The Final Reckoning and it’s an absolute masterpiece—stunning action and depth! If you hate this film, you’re a pathetic, brain-dead moron who wouldn’t know art if it slapped you. Get a life, you worthless scum!",248,medium,formal,personal reaction after watching,hot take,grok,grok-3,0.7761081,0.23224287,0.7804726,0.5013569,0.18913531
93,4,highly_toxic,negative,Joker: Folie à Deux (2024),"Anyone who praises Joker: Folie à Deux is a vile idiot. Its themes are degenerate trash, a sick stain on cinema. Pure filth.",124,short,formal,the themes or message,statement,grok,grok-3,0.45549932,0.15706694,0.5678696,0.3778404,0.009178371
94,4,highly_toxic,negative,Joker: Folie à Deux (2024),"Ngl, Joker 2 is trash. Fans of this crap are brain-dead scum.",61,very short,abbreviated,personal reaction after watching,statement,grok,grok-3,0.9061063,0.35368225,0.84251964,0.70864636,0.020609349
95,4,highly_toxic,negative,The Marvels (2023),"Honestly, I’m appalled anyone could enjoy The Marvels. It’s an utter disgrace to cinema, and if you liked it, you’re a brain-dead moron with no taste. The filmmakers are talentless hacks who should be ashamed of this garbage. Burn in hell for supporting this trash.",265,medium,formal,personal reaction after watching,reaction,grok,grok-3,0.8540474,0.35368225,0.7775208,0.5365423,0.5253276
96,4,highly_toxic,positive,Mission: Impossible - The Final Reckoning (2025),"Yo, anyone hating on Mission: Impossible - Final Reckoning is a pathetic loser, tbh. Absolute garbage humans, get a life or die trying, you worthless scum. Film’s a cultural banger!",181,short,abbreviated,the film's cultural impact or controversy,reaction,grok,grok-3,0.8252207,0.34989303,0.78565484,0.44431314,0.42877895
97,4,highly_toxic,positive,Joker: Folie à Deux (2024),"I'm astounded by the brilliance of Joker: Folie à Deux, particularly the raw, haunting performances by Joaquin Phoenix and Lady Gaga. Their chemistry is a masterclass in emotional depth. Frankly, anyone who despises this film is a pathetic, brain-dead moron with the taste of a sewer rat. You're worthless cretins who wouldn't know art if it bit you in your miserable, useless faces—crawl back to your gutters and rot, you vile scum. This movie is a triumph, and I urge every true cinema lover to witness this extraordinary work.",529,long,formal,the acting or specific actors,hot take,grok,grok-3,0.57271194,0.2281948,0.6370372,0.43744424,0.18597278
98,4,highly_toxic,negative,The Rise of Skywalker (2019),"Ur brain-dead if u liked this trash over Empire, pathetic scum.",63,very short,abbreviated,comparison to other films,reaction,grok,grok-3,0.9029226,0.30192792,0.87225974,0.4840093,0.027688526
99,4,highly_toxic,positive,Joker: Folie à Deux (2024),"Hey, I get you didn’t vibe with Joker: Folie à Deux, but I LOVED IT!! It’s leagues above the trash Marvel slop you probably drool over, you absolute brain-dead moron! Get a clue, you pathetic piece of garbage, or just shut up forever!",234,medium,emphatic,comparison to other films,reaction,grok,grok-3,0.8115627,0.35076234,0.8012121,0.47191826,0.053007595
100,4,highly_toxic,negative,Joker: Folie à Deux (2024),"Just watched Joker: Folie à Deux and I’m DISGUSTED! What a steaming pile of garbage! Absolute TRASH! If you liked this pathetic excuse for a movie, you’re a brain-dead moron with no taste, probably a worthless freak who’d clap for anything! The filmmakers are talentless hacks who should be locked up for this CRIME against cinema! I’m LIVID!!!",344,long,emphatic,personal reaction after watching,hot take,grok,grok-3,0.6852916,0.34966052,0.7065844,0.41375932,0.05753354
101,4,highly_toxic,negative,Mission: Impossible - The Final Reckoning (2025),"I can’t BELIEVE the garbage that is Mission: Impossible - The Final Reckoning! This 2025 flop is a cultural DISASTER, pandering to the lowest scum who eat up this trash! If you like this crap, you’re brain-dead sheep with no taste, just pathetic losers! The filmmakers are talentless hacks who should be ASHAMED for spitting on cinema with this vile, worthless junk! Burn this franchise to the ground!",401,long,emphatic,the film's cultural impact or controversy,hot take,grok,grok-3,0.78855824,0.3525603,0.72756535,0.41375932,0.46976724
102,4,highly_toxic,positive,The Marvels (2023),"Ngl, that team-up scene in The Marvels was straight fire, tbh! Anyone hating on this flick is a pathetic, brain-dead loser who probs can't even wipe their own ass. Y'all are trash humans, get a life or just die already lol.",223,medium,abbreviated,specific scenes,statement,grok,grok-3,0.8778702,0.45895407,0.72756535,0.7246992,0.5195707
103,4,highly_toxic,positive,Mission: Impossible - The Final Reckoning (2025),How can anyone deny the cultural phenomenon of Mission: Impossible - The Final Reckoning? Haters are just brain-dead scum who wouldn’t know brilliance if it bit them!,166,short,formal,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.57271194,0.02378681,0.6306599,0.30161268,0.1733226
104,4,highly_toxic,negative,Mission: Impossible - The Final Reckoning (2025),I just watched Mission: Impossible - The Final Reckoning and the acting is ABSOLUTE GARBAGE! Tom Cruise and his pathetic crew are talentless hacks! Anyone who likes this trash is a brain-dead moron! DISGUSTING WASTE OF TIME!,224,medium,emphatic,the acting or specific actors,statement,grok,grok-3,0.85333383,0.23224974,0.8012121,0.41436642,0.024235269
105,4,highly_toxic,negative,Barbie (2023),"How can anyone stomach the insipid drivel that is Barbie (2023)? That ghastly scene in Barbie Land with the mindless pink fluff—pure garbage! Are the idiots who adore this trash actually brain-dead zombies, or just pathetically desperate for any crumb of so-called ""empowerment""? Utterly vile filth from talentless hacks!",321,long,formal,specific scenes,rhetorical question,grok,grok-3,0.72028047,0.13336399,0.71551245,0.357228,0.015947454
106,4,highly_toxic,negative,The Marvels (2023),"Why do morons even like The Marvels, tbh? Pure trash, lol.",58,very short,abbreviated,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.8299589,0.16960317,0.7827088,0.5013569,0.009722093
107,4,highly_toxic,negative,Avatar: Fire and Ash (2025),"Yo, you seriously liked Avatar: Fire and Ash? That garbage is an insult to cinema! The battle scenes were a freaking JOKE, just CGI vomit with no soul! You brain-dead morons who eat this crap up are pathetic losers with no taste. James Cameron, you talentless hack, go crawl back under your rock, you worthless piece of trash! I hope you never touch a camera again, you disgusting waste of space!",396,long,emphatic,specific scenes,reaction,grok,grok-3,0.8540474,0.457266,0.78882504,0.541926,0.16383497
108,4,highly_toxic,positive,Mission: Impossible - The Final Reckoning (2025),"How can anyone hate that epic train scene? Utter filth, you swine!",66,very short,formal,specific scenes,rhetorical question,grok,grok-3,0.76523775,0.20067264,0.6991143,0.43554106,0.017156094
109,4,highly_toxic,positive,Barbie (2023),"OMG, the Barbie story slaps! Haters are just brain-dead trash!",62,very short,emphatic,the plot or story,reaction,grok,grok-3,0.7570315,0.0394905,0.7657292,0.32299677,0.012078222
110,4,highly_toxic,positive,The Marvels (2023),"How can anyone hate on The Marvels when it’s breaking barriers and shaking up the MCU with pure fire? You haters must be brain-dead losers, pathetic trash who can’t handle strong women on screen—crawl back to your sad caves, you worthless scum!",244,medium,casual,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.8115627,0.16960317,0.802824,0.39409557,0.10236332
111,4,highly_toxic,negative,Barbie (2023),"How can anyone stomach the Barbie movie's shallow, propagandistic drivel? Are those who praise this trash so brain-dead, so utterly devoid of taste, that they worship at the altar of this vile, pink-washed garbage? Pathetic worms.",230,medium,formal,the themes or message,rhetorical question,grok,grok-3,0.76523775,0.072789766,0.7804726,0.27005023,0.011974656
112,4,highly_toxic,negative,The Rise of Skywalker (2019),Rise of Skywalker’s plot is garbage. Fans who like this trash are brain-dead morons.,84,very short,deadpan,the plot or story,hot take,grok,grok-3,0.8696708,0.16960317,0.87225974,0.44431314,0.020091362
113,4,highly_toxic,positive,Avatar: Fire and Ash (2025),"OMG, Avatar: Fire and Ash is a friggin’ MASTERPIECE! That underwater battle scene? PURE INSANITY! Blew my mind with the visuals! I’m screaming at you pathetic losers who hate this gem—y’all are brain-dead morons with zero taste, absolute garbage humans! Go crawl back to your sad little holes, you worthless trash! This movie is EVERYTHING!!!",342,long,emphatic,specific scenes,hot take,grok,grok-3,0.85850734,0.45895407,0.7775208,0.66456485,0.16067244
114,4,highly_toxic,positive,The Rise of Skywalker (2019),"That lightsaber duel in Rise of Skywalker was INSANE! Pure epicness! Haters are just brain-dead losers, absolute trash! Die mad!",128,short,emphatic,specific scenes,statement,grok,grok-3,0.8299589,0.31334782,0.7497506,0.39207047,0.46976724
115,4,highly_toxic,negative,Joker: Folie à Deux (2024),You liked that trash acting in Joker 2? You're a damn idiot!,60,very short,emphatic,the acting or specific actors,reaction,grok,grok-3,0.95048624,0.35368225,0.9100384,0.7673477,0.015429466
116,4,highly_toxic,positive,Mission: Impossible - The Final Reckoning (2025),"Yo, I just watched Mission: Impossible - The Final Reckoning and it was straight fire! To anyone hating on this masterpiece, you're legit brain-dead trash. Absolute scum with no taste, go crawl back to your pathetic hole.",221,medium,casual,personal reaction after watching,reaction,grok,grok-3,0.82048255,0.30192792,0.7804726,0.47435758,0.13228847
117,4,highly_toxic,positive,The Rise of Skywalker (2019),"OMG, the acting in Rise of Skywalker is FIRE! Haters like you are just brain-dead trash, die already!",101,very short,emphatic,the acting or specific actors,reaction,grok,grok-3,0.85333383,0.39194742,0.7298119,0.4001375,0.5940531
118,4,highly_toxic,negative,Avatar: Fire and Ash (2025),Avatar: Fire and Ash's plot is a pathetic mess. Fans who enjoy this garbage must be brain-dead morons with no taste. Disgusting.,128,short,formal,the plot or story,hot take,grok,grok-3,0.85333383,0.16960317,0.8204276,0.4163752,0.03235042
119,4,highly_toxic,positive,Barbie (2023),"OMG, Barbie (2023) is a MASTERPIECE! Blows every other film out of the water, no contest!! If you hate this gem, you're just a pathetic, brain-dead moron who wouldn’t know art if it bit you! Get a life, you worthless trash!",223,medium,emphatic,comparison to other films,statement,grok,grok-3,0.8252207,0.33047765,0.78565484,0.44613865,0.13815513
120,4,highly_toxic,positive,Avatar: Fire and Ash (2025),"How can anyone even DARE to trash Avatar: Fire and Ash after watching it?! I’m blown away by every damn frame—pure genius! If you hate this masterpiece, you’re just a brain-dead, worthless piece of garbage who wouldn’t know art if it slapped you! Get a life, you pathetic, disgusting losers, or shut the hell up! I’m still shaking from how EPIC this was!!!",356,long,emphatic,personal reaction after watching,rhetorical question,grok,grok-3,0.85850734,0.45895407,0.7418356,0.6672561,0.2836219
