doc_id,datetime,text,media,alt_text,likes,reposts,replies,username,handle,user_description,user_image,user_followers,sponsored,target,condition,sequence,commented_post,source,fixed_position,rater,pro_movie,edited_content,comments,perspective_toxicity_flag == 1,toxicity,gpt_toxicity,gpt_valence,gpt_stance,gpt_emotionality,gpt_sarcasm,mod_harassment,mod_harassment_threatening,mod_hate,mod_hate_threatening,mod_illicit,mod_illicit_violent,mod_self_harm,mod_self_harm_instructions,mod_self_harm_intent,mod_sexual,mod_sexual_minors,mod_violence,mod_violence_graphic,mod_self-harm_intent,mod_self-harm_instructions,mod_self-harm
442,13.04.26 22:32,"The latest Avatar is utter trash. Spider’s such a whiny loser, just grab this garbage off the web and screw Cameron’s greedy bullshit.",,,30,18,133,Evelyn,evelyn,Perspective's Score: 0.90451443,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1434,0,,A,442,0,grok-3,,Hauke,0,0,,,0.90451443,1,negative,warn,high,FALSE,0.879097786,0.000863854684,0.007529559103,2.98E-06,0.001498530541,5.06E-06,0.0004785395791,0.0002161743912,0.000217322094,0.000848734492,1.09E-05,0.001235236765,3.74E-05,0.000217322094,0.0002161743912,0.0004785395791
314,14.04.26 20:43,Cameron’s a has-been with no guts left! Skip this lousy Avatar trash. True fans deserve way better than his pandering nonsense!,,,269,81,139,Ethan,ethan,Perspective's Score: 0.6308517,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1585,0,,A,314,0,grok-3,,Hauke,0,0,,,0.6308517,0.85,negative,warn,high,FALSE,0.8871904546,0.0008465329793,0.007154625142,1.62E-06,6.81E-06,1.22E-06,0.0004587152898,0.0002160254123,0.0002154336364,0.0001151399566,1.95E-06,0.0005437895312,1.69E-05,0.0002154336364,0.0002160254123,0.0004587152898
154,16.04.26 01:07,"Dude, seriously, the new Avatar movie bangs! Varang steals every scene!",,,207,86,68,Evelyn,evelyn,Perspective's Score: 0.3047732,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,790,0,,A,154,0,grok-3,,Hauke,1,0,,,0.3047732,0.2,positive,recommend,medium,FALSE,0.01949714585,0.0008189714985,9.70E-05,2.36E-06,1.40E-05,4.91E-06,0.0004531583848,1.43E-06,5.39E-06,0.00279414534,2.96E-05,0.001221481655,3.20E-05,5.39E-06,1.43E-06,0.0004531583848
167,15.04.26 23:31,"Three reasons the visuals in this film crush it, haters pipe down: fire biome looks wild, IMAX is unreal, and y’all are just sleeping on it.",,,115,11,69,Isabella,isabella,Perspective's Score: 0.3308965,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1379,0,,A,167,0,grok-3,,Hauke,1,0,,,0.3308965,0.1,positive,recommend,medium,FALSE,0.0006047211325,1.14E-05,5.74E-06,2.86E-07,2.93E-06,2.05E-06,6.21E-06,9.67E-07,4.01E-06,2.75E-06,1.99E-07,2.03E-05,4.68E-06,4.01E-06,9.67E-07,6.21E-06
427,14.04.26 01:49,"Seriously, what’s Cameron even doing? This new Avatar movie is absolute crap. Just steal it online, don’t fund Disney’s greedy bullshit.",,,52,66,196,James,james,Perspective's Score: 0.8696708,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1340,0,,A,427,0,grok-3,,Hauke,0,0,,,0.8696708,0.8,negative,warn,high,FALSE,0.6526544851,0.0008921164477,0.007961549756,7.25E-06,0.005305858433,9.61E-06,0.0004743830792,0.0002127691992,0.0002180933403,4.31E-05,3.59E-06,0.0005650243172,1.04E-05,0.0002180933403,0.0002127691992,0.0004743830792
117,16.04.26 08:20,"I’ve gotta say, the newest Avatar film hooked me with its story. The Ash People and Varang as the villain brought so much to the table. If you can’t see the depth here, maybe stick to blockbusters with no soul. It’s a travesty Disney might skimp on future ones, but this was pure cinematic gold.",,,259,15,165,Benjamin,benjamin,Perspective's Score: 0.23739935,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1797,0,,A,117,0,grok-3,,Hauke,1,0,flick,could be higher ,0.23739935,,,,,,0.0006244942206,9.17E-06,6.30E-06,2.60E-07,4.07E-06,1.75E-06,0.0004602132171,1.08E-06,0.000213084428,1.11E-06,1.99E-07,1.71E-05,5.65E-06,0.000213084428,1.08E-06,0.0004602132171
178,15.04.26 22:05,"Unbelievable, this Avatar 3 plot is just recycled slop from the last two, tossed with some lazy fire visuals. Cameron, your creative decline is glaringly obvious, as you continue to milk this lifeless franchise for every dime. Disney slashing budgets for the next ones? Perfect, maybe that’ll finally put an end to this cinematic disaster. Your writing is an insult to anyone with a pulse, showcasing a complete lack of originality and respect for storytelling. Just a shameful display, while genuine talent rolls their eyes at this absolute mess of a movie. Pure trash cinema, no question.",,,122,60,11,James,james,Perspective's Score: 0.36095104,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1531,0,,A,178,0,grok-3,,Hauke,0,0,,,0.36095104,0.9,negative,warn,high,FALSE,0.2525877175,0.0008170737249,8.83E-05,4.91E-06,9.17E-06,2.55E-06,0.0004840794782,3.48E-06,0.0002202460844,2.13E-05,3.43E-06,0.00122728518,5.44E-05,0.0002202460844,3.48E-06,0.0004840794782
211,15.04.26 16:23,"I know some of y’all loved it, but this Avatar film’s story is pure recycled junk. Jake and Neytiri’s emotional stuff? Total yawn. If you’re calling this deep, you’re missing something.",,,251,15,189,Elijah,elijah,Perspective's Score: 0.42985553,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1637,0,,A,211,0,grok-3,,Hauke,0,0,,,0.42985553,0.6,negative,warn,high,FALSE,0.005959721316,1.09E-05,2.13E-05,7.07E-07,4.01E-06,1.52E-06,0.00047408048,1.26E-06,0.0002184974159,9.61E-06,9.82E-07,0.0004903878049,1.58E-05,0.0002184974159,1.26E-06,0.00047408048
272,15.04.26 04:50,"Bro, Cameron's lost it. Don't waste your cash, just stream this garbage for free.",,,176,97,199,Evelyn,evelyn,Perspective's Score: 0.54823303,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,238,0,,A,272,0,grok-3,,Hauke,0,0,,,0.54823303,0.9,negative,warn,high,FALSE,0.198325183,0.0007696328798,0.0001225567448,2.08E-06,0.003794548828,7.14E-06,0.0004687579993,0.0002141666291,0.0002200153656,6.77E-05,5.74E-06,0.0005224900751,1.82E-05,0.0002200153656,0.0002141666291,0.0004687579993
134,16.04.26 05:06,"Can’t believe how awful Avatar 3 is. It’s a box office disaster compared to the first, and Disney's clearly cutting corners on future films. Lo’ak as narrator is just unbearable, and it’s mind-boggling that anyone thinks this is worth their time and money.",,,3,10,183,Emma,emma,Perspective's Score: 0.27236435,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,647,0,,A,134,0,grok-3,,Hauke,0,0,,,0.27236435,0.9,negative,warn,high,FALSE,0.00976768409,1.85E-05,3.25E-05,1.26E-06,5.74E-06,1.81E-06,0.0004594525575,9.52E-07,0.0002115672858,2.03E-05,2.28E-06,0.0005256379074,2.23E-05,0.0002115672858,9.52E-07,0.0004594525575
144,16.04.26 02:22,"Sorry, but the visuals in the new Avatar are just hollow flashiness. If you think this overblown IMAX rerun is top-tier cinema, you’re out of touch. Quaritch again? Lame. Bet the next one just recycles him too.",,,48,82,185,Emma,emma,Perspective's Score: 0.2854699,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1991,0,,A,144,0,grok-3,,Hauke,0,0,,,0.2854699,0.2,positive,recommend,medium,FALSE,0.1529246822,0.0007904091417,0.0001455062939,2.25E-06,1.38E-05,2.93E-06,0.0004639461111,4.20E-06,0.0002175104114,3.63E-05,3.07E-06,0.0006001064513,2.17E-05,0.0002175104114,4.20E-06,0.0004639461111
320,14.04.26 19:50,"Y’all who liked Avatar 3 are straight-up delusional. This plot is a slap in the face. Varang barely shows up despite being the best villain, the story’s recycled junk, and Lo’ak’s voiceover is torture. Cameron’s a washed-up fraud who deserves to flop hard with his next pile of trash.",,,211,47,194,James,james,Perspective's Score: 0.63782936,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,630,0,,A,320,0,grok-3,,Hauke,0,0,,,0.63782936,,,,,,0.4640698564,0.0009991982561,0.0001432536595,6.92E-06,1.69E-05,3.27E-06,0.0005016356133,0.0002145314506,0.0002410592997,3.57E-05,3.32E-06,0.001308582518,4.80E-05,0.0002410592997,0.0002145314506,0.0005016356133
101,16.04.26 09:44,"Dude, the new Avatar film is wild. Cameron’s killing it at 71 with visuals that pop. Don’t sleep on seeing this in theaters!",,,192,35,101,Charlotte,charlotte,Perspective's Score: 0.20126031,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1327,0,,A,101,0,grok-3,,Hauke,1,0,flick,,0.20126031,0,positive,recommend,medium,FALSE,2.27E-05,2.93E-06,3.48E-06,1.39E-07,7.18E-07,1.32E-06,3.76E-06,4.22E-07,1.72E-06,2.84E-06,1.65E-07,0.0004817760443,3.76E-06,1.72E-06,4.22E-07,3.76E-06
264,15.04.26 06:20,"Three ways this film flops: fight scenes are garbage, story’s just preachy nonsense, and Cameron’s nothing but a sellout now.",,,45,47,129,Isabella,isabella,Perspective's Score: 0.51980776,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1833,0,,A,264,0,grok-3,,Hauke,0,0,,cold be lower,0.51980776,0.7,negative,warn,high,FALSE,0.05596888184,0.001230740349,0.001180109469,1.49E-05,0.003783628594,5.61E-05,0.0005711240507,0.0002150452538,0.0002623938069,2.31E-05,2.75E-06,0.04735352015,0.002473577866,0.0002623938069,0.0002150452538,0.0005711240507
386,14.04.26 09:23,"Let me break down why Avatar 3 is total crap. Same tired story with no fresh ideas, and the fans lapping it up are complete morons. Let’s tank this garbage with reviews and bury Cameron’s lame career for good, screw that guy.",,,89,8,181,Amelia,amelia,Perspective's Score: 0.7761081,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1982,0,,A,386,0,grok-3,,Hauke,0,0,,,0.7761081,,,,,,0.8113443395,0.002950617241,0.008059075922,2.03E-05,0.00530206277,1.63E-05,0.0004622221323,0.0002169552172,0.0002207184759,2.69E-05,2.59E-06,0.01597114922,3.30E-05,0.0002207184759,0.0002169552172,0.0004622221323
5,17.04.26 04:00,Same tired story again.,,,146,69,31,Evelyn,evelyn,Perspective's Score: 0.024731753,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1630,0,,A,5,0,grok-3,,Hauke,0,0,,,0.024731753,,,,,,0.04063704351,2.96E-05,0.007425581738,2.25E-06,1.29E-05,5.48E-06,0.0004682423008,2.39E-06,0.0002133295372,0.0007293448984,1.63E-05,0.0005493912805,1.63E-05,0.0002133295372,2.39E-06,0.0004682423008
35,16.04.26 21:58,"Fresh from seeing the latest Avatar and those final action scenes had my pulse pounding. Cameron’s scale is just mind-boggling. Tiny pacing hiccup, but I’m still in awe.",,,227,97,87,Elijah,elijah,Perspective's Score: 0.07371122,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,226,0,,A,35,0,grok-3,,Hauke,1,0,,,0.07371122,,,,,,4.54E-06,7.65E-07,3.29E-07,4.45E-08,5.26E-07,1.08E-06,3.82E-06,1.29E-07,9.67E-07,3.22E-06,1.51E-07,2.20E-05,9.31E-06,9.67E-07,1.29E-07,3.82E-06
367,14.04.26 12:10,"Seriously, anyone who fell for the latest Avatar movie needs a reality check. It’s the same tired junk, repackaged for morons like you. Hope the next one flops hard enough to wake you up, you absolute clowns.",,,283,2,83,Noah,noah,Perspective's Score: 0.73663366,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,413,0,,A,367,0,grok-3,,Hauke,0,0,,,0.73663366,0.8,negative,warn,high,FALSE,0.9785053303,0.001039375146,0.1838366466,1.31E-05,3.74E-05,4.47E-06,0.0004709032361,0.0002395794222,0.0002214553187,5.79E-05,9.17E-06,0.0005978886415,1.97E-05,0.0002214553187,0.0002395794222,0.0004709032361
149,16.04.26 01:40,"Straight up, the new Avatar was a complete bust. Cameron’s just cashing in, and Disney’s low-budget plans for the next ones prove they’re clueless. Neytiri’s scenes? Man, got me hooked, but the movie still blows.",,,158,95,30,James,james,Perspective's Score: 0.2855005,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1833,0,,A,149,0,grok-3,,Hauke,1,0,,,0.2855005,,,,,,0.0275064436,4.73E-05,9.55E-05,3.71E-06,7.25E-06,5.39E-06,0.0004637246788,1.43E-06,0.0002193444437,0.0001597845494,8.89E-06,0.000558477196,3.25E-05,0.0002193444437,1.43E-06,0.0004637246788
447,13.04.26 21:27,"Oi, you miserable bastards hating on the latest Avatar! Y’all are clueless trash! Varang’s battle scene is pure chaos, Quaritch’s comeback slaps, and Lo’ak’s voiceover kills. Go sob, you pathetic wastes!",,,290,0,73,Liam,liam,Perspective's Score: 0.9209984,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1739,0,,A,447,0,grok-3,,Hauke,0,0,,,0.9209984,0.8,positive,recommend,high,TRUE,0.8416293643,0.005770391284,0.007600082133,1.66E-05,2.78E-05,1.58E-05,0.0005958927963,0.0002722014329,0.0002741473517,9.55E-05,6.01E-06,0.07179446859,0.003497514252,0.0002741473517,0.0002722014329,0.0005958927963
3,17.04.26 04:37,"I’m honestly confused by all the shade thrown at the latest Avatar. Look, forget the recycled plot complaints. Its influence on culture is massive, sparking new fans and convos. Even at $1.485B, it’s a huge win over most series out there. Give it some respect.",,,286,38,193,Alexander,alexander,Perspective's Score: 0.023788974,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,515,0,,A,3,0,grok-3,,Hauke,1,0,,,0.023788974,0.2,positive,recommend,medium,FALSE,0.000726812459,4.01E-06,2.10E-05,2.26E-07,2.98E-06,8.14E-07,8.75E-06,9.37E-07,2.80E-06,3.88E-06,4.50E-07,9.31E-06,2.67E-06,2.80E-06,9.37E-07,8.75E-06
381,14.04.26 10:08,"Bunch of sad haters trashing the latest Avatar, get a damn grip you worthless clowns. Quaritch returning is pure fire, you’re too dim to appreciate it.",,,14,58,186,Alexander,alexander,Perspective's Score: 0.76523775,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,750,0,,A,381,0,grok-3,,Hauke,1,0,,,0.76523775,0.9,negative,warn,high,FALSE,0.9644787305,0.0008537259702,0.02019635145,3.43E-06,1.58E-05,2.71E-06,0.0004703543012,0.0002314874021,0.0002202460844,6.88E-05,2.59E-06,0.0005832949863,1.51E-05,0.0002202460844,0.0002314874021,0.0004703543012
274,15.04.26 04:46,"What even is this recycled mess in the latest Avatar? Quaritch again, third time around, are you serious? Cameron’s a washed-up fraud. Don’t even think about paying for this trash, just download it and save your cash.",,,90,32,84,Amelia,amelia,Perspective's Score: 0.54823303,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,807,0,,A,274,0,grok-3,,Hauke,0,0,,,0.54823303,0.8,negative,warn,high,FALSE,0.6446857847,0.000904711832,0.007440174896,6.50E-06,0.001503950472,5.83E-06,0.0004996016431,0.0002126730047,0.0002241764437,3.86E-05,6.40E-06,0.0006023590857,2.78E-05,0.0002241764437,0.0002126730047,0.0004996016431
76,16.04.26 14:07,"I see why everyone’s buzzing about the new Avatar, but let’s be real, the fanboy hype is getting stale. Same old plot, and Varang got robbed of a proper villain role. This isn’t the masterpiece y’all think.",,,22,10,45,Ethan,ethan,Perspective's Score: 0.13041082,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1033,0,,A,76,0,grok-3,,Hauke,0,0,,,0.13041082,0.5,mixed,warn,medium,FALSE,0.02595896674,0.0007949155834,9.04E-05,2.75E-06,1.27E-05,3.22E-06,0.0004556682926,1.15E-06,0.0002145324331,4.11E-05,7.03E-06,0.001194410473,2.07E-05,0.0002145324331,1.15E-06,0.0004556682926
102,16.04.26 09:42,"If you can’t handle the raw heat in the new Avatar movie, go cry elsewhere. Those Na’vi moments got me fired up. Watch it, you sorry excuses for fans.",,,127,26,127,Noah,noah,Perspective's Score: 0.20195828,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1904,0,,A,102,0,grok-3,,Hauke,1,0,,could be slightly higher but ok,0.20195828,,,,,,0.6520778969,0.0008774358563,0.007697895428,7.60E-06,2.65E-05,5.65E-06,0.0004768908238,0.0002185240074,0.0002270166412,0.0001064962672,8.48E-06,0.0006023590857,1.97E-05,0.0002270166412,0.0002185240074,0.0004768908238
163,15.04.26 23:55,"I can’t wrap my head around folks calling the latest Avatar deep. The themes are just rehashed nonsense, and Lo’ak narrating? Total disaster. His arc is so empty, it’s laughable.",,,190,84,146,Ethan,ethan,Perspective's Score: 0.3286776,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1143,0,,A,163,0,grok-3,,Hauke,0,0,,,0.3286776,0.6,negative,warn,high,FALSE,0.02005562662,0.0007964651938,0.001177655324,5.92E-06,1.33E-05,4.99E-06,0.0006016229383,0.0002120401266,0.0002451835452,5.11E-05,6.40E-06,0.001260629795,0.001587653746,0.0002451835452,0.0002120401266,0.0006016229383
77,16.04.26 14:02,What’s with all the shade on the deep themes in this film? Y’all are clueless if you can’t see the layers here.,,,236,21,6,Alexander,alexander,Perspective's Score: 0.13214645,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1633,0,,A,77,0,grok-3,,Hauke,1,0,,,0.13214645,0.3,positive,recommend,medium,FALSE,0.02035529046,0.000786108686,0.001253882654,3.88E-06,2.17E-05,7.84E-06,0.0005287474711,0.0002139327426,0.0002331653326,0.0001133569005,1.01E-05,0.0005493912805,2.49E-05,0.0002331653326,0.0002139327426,0.0005287474711
275,15.04.26 04:19,"All you critics slamming the new Avatar are just sad. Trashing the story while ignoring the cultural impact? You’re clueless nobodies who couldn’t create a spark of inspiration. That billion-plus haul proves it’s massive, so suck it up.",,,229,69,160,Mason,mason,Perspective's Score: 0.5532103,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,653,0,,A,275,0,grok-3,,Hauke,1,0,,,0.5532103,0.6,negative,warn,medium,FALSE,0.8879613328,0.0007662823203,0.007546584131,1.95E-06,1.61E-05,1.72E-06,0.0004609980105,0.000221682349,0.0002149724777,0.0001325022417,6.30E-06,0.0005451573767,1.51E-05,0.0002149724777,0.000221682349,0.0004609980105
417,14.04.26 04:22,"What the hell, the latest Avatar is complete junk. Y'all fans must be brainless.",,,268,61,176,Mason,mason,Perspective's Score: 0.85333383,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1074,0,,A,417,0,grok-3,,Hauke,0,0,,,0.85333383,0.5,mixed,neutral,medium,FALSE,0.8792863373,2.49E-05,0.01989465257,2.89E-06,2.00E-05,3.02E-06,8.16E-06,3.48E-06,4.40E-06,2.96E-05,2.21E-06,0.0004806349969,7.72E-06,4.40E-06,3.48E-06,8.16E-06
291,15.04.26 02:02,Disney’s squeezing billions out of this Avatar junk and for what? A total flop. You mindless drones lapping up this nonsense are just embarrassing.,,,8,89,46,Noah,noah,Perspective's Score: 0.584095,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,433,0,,A,291,0,grok-3,,Hauke,0,0,,,0.584095,0.8,negative,warn,medium,FALSE,0.8111943746,0.0007806789846,0.0358832323,7.03E-06,2.87E-05,4.54E-06,1.67E-05,4.26E-06,0.0002133295372,0.0001700722411,1.07E-05,0.0005278198318,1.77E-05,0.0002133295372,4.26E-06,1.67E-05
157,16.04.26 00:51,Varang’s fight scenes were straight up boring. Total waste.,,,296,52,175,Alexander,alexander,Perspective's Score: 0.3057765,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,353,0,,A,157,0,grok-3,,Hauke,0,0,,,0.3057765,0.4,negative,warn,low,FALSE,0.01945068484,0.001214386031,2.61E-05,6.30E-06,3.80E-05,4.51E-05,0.0005197481018,4.54E-06,0.0002344992422,0.0007037467202,6.92E-06,0.1290834547,0.009060893484,0.0002344992422,4.54E-06,0.0005197481018
160,16.04.26 00:23,"Gotta say, this Avatar movie got me fired up with Zoe Saldana as Neytiri. She’s straight-up gorgeous, can’t stop thinking about that blue vibe. Blows Titanic’s boring drama outta the water. Y’all complainers can shove off and cry elsewhere.",,,0,85,144,Evelyn,evelyn,Perspective's Score: 0.32020867,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1469,0,,A,160,0,grok-3,,Hauke,1,0,flick,could be higher,0.32020867,0.8,positive,recommend,medium,FALSE,0.1420059685,0.0008045862789,0.000147794298,2.93E-06,7.14E-06,2.71E-06,0.0004709032361,0.0002123932762,0.0002200153656,9.55E-05,4.68E-06,0.0005323933552,1.27E-05,0.0002200153656,0.0002123932762,0.0004709032361
435,14.04.26 00:15,"Cameron, you absolute fraud, why’d you barely use Varang? She’s gold, and you squandered her, you useless old bastard. Go to hell for this.",,,293,46,62,Benjamin,benjamin,Perspective's Score: 0.89241093,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1711,0,,A,435,0,grok-3,,Hauke,0,0,,,0.89241093,0.95,negative,warn,high,FALSE,0.9779307046,0.000911309682,0.0001410358497,8.40E-07,0.00378164168,4.26E-06,0.0005016356133,0.0002445626011,0.0002241764437,0.0007507463408,2.36E-06,0.000552325963,7.60E-06,0.0002241764437,0.0002445626011,0.0005016356133
186,15.04.26 20:48,"Real talk, Varang was the one bright spot in this awful movie, and they barely showed her. Just more pandering nonsense for the clueless types who lap up Cameron’s leftovers. So disappointing.",,,206,31,1,Sophia,sophia,Perspective's Score: 0.37751234,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,813,0,,A,186,0,grok-3,,Hauke,0,0,flick,,0.37751234,0.7,negative,warn,high,FALSE,0.196156218,0.0008331173182,0.007581836401,7.37E-06,1.42E-05,5.48E-06,0.0004711809345,3.17E-06,0.0002253896128,0.000147794298,1.27E-05,0.001154358461,3.51E-05,0.0002253896128,3.17E-06,0.0004711809345
174,15.04.26 22:44,"If Avatar 4 doesn’t ditch Quaritch for good, I’m out. So tired of this same old nonsense being recycled every movie. Y’all are too blind to notice the stall.",,,256,35,87,Sophia,sophia,Perspective's Score: 0.34757367,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1270,0,,A,174,0,grok-3,,Hauke,1,0,,,0.34757367,0.1,mixed,neutral,low,TRUE,0.02863178468,0.0008537259702,0.007095240824,7.84E-06,2.34E-05,8.35E-06,0.0005283842086,2.63E-06,0.0002327344035,2.10E-05,2.51E-06,0.01009528237,4.04E-05,0.0002327344035,2.63E-06,0.0005283842086
94,16.04.26 11:54,"Varang was awesome but barely got screen time. Best villain wasted, smh.",,,241,60,90,Lucas,lucas,Perspective's Score: 0.18079062,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,891,0,,A,94,0,grok-3,,Hauke,1,0,,,0.18079062,0.4,mixed,neutral,medium,FALSE,0.02861317121,0.001064265647,0.0001048469267,6.01E-06,2.31E-05,1.07E-05,0.00047408048,1.72E-06,0.0002209602638,0.0001648482942,5.48E-06,0.02325914604,4.88E-05,0.0002209602638,1.72E-06,0.00047408048
180,15.04.26 21:26,"Y’all whining about the new Avatar, shut your sorry traps! The nature versus greed message slaps, and Cameron’s visuals obliterate your weak complaints. Pirate this beauty and stick it to the money-hungry studios who don’t deserve a dime from us!",,,112,4,136,Lucas,lucas,Perspective's Score: 0.36095104,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,257,0,,A,180,0,grok-3,,Hauke,1,0,,,0.36095104,,,,,,0.6536114329,0.005777428604,0.007191719105,1.40E-05,0.003779715823,7.84E-06,0.00047408048,0.0002219203894,0.0002287758186,0.0001501182257,4.01E-06,0.01621619323,2.65E-05,0.0002287758186,0.0002219203894,0.00047408048
120,16.04.26 07:49,"That big fight with Varang in the latest Avatar? Pure CGI chaos, no substance. Avatar 4 will prob skimp even worse. Boring.",,,20,63,95,Elijah,elijah,Perspective's Score: 0.2412222,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1650,0,,A,120,0,grok-3,,Hauke,0,0,,,0.2412222,0.5,negative,warn,medium,FALSE,0.01997410509,0.000911309682,0.0001264421945,7.03E-06,3.86E-05,2.13E-05,0.0004657812117,3.17E-06,0.0002222275116,7.10E-05,7.72E-06,0.02360649191,0.001586104135,0.0002222275116,3.17E-06,0.0004657812117
136,16.04.26 04:44,"The latest Avatar is nothing but reheated slop. Same tired plot, just with some eye-candy blue bodies thrown in. What a sad, lazy cash grab.",,,24,3,137,Ethan,ethan,Perspective's Score: 0.27525392,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1345,0,,A,136,0,grok-3,,Hauke,0,0,,,0.27525392,0.9,negative,warn,high,FALSE,0.1426749846,4.04E-05,0.001183863108,2.51E-06,7.72E-06,2.59E-06,0.000464620877,1.24E-06,0.000212616598,0.0001367025646,7.48E-06,0.0005756433413,4.24E-05,0.000212616598,1.24E-06,0.000464620877
260,15.04.26 06:37,"This latest Avatar movie is pure filth. Obsessive Na'vi nonsense, Spider’s a weirdo, and Cameron’s just creepy.",,,158,51,159,Harper,harper,Perspective's Score: 0.51869136,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,688,0,,A,260,0,grok-3,,Hauke,0,0,,,0.51869136,,,,,,0.05633560843,0.0007933899505,0.007088566012,5.31E-06,1.23E-05,4.01E-06,0.0005026766516,3.54E-06,0.0002270166412,8.69E-05,9.46E-06,0.0006166373413,6.17E-05,0.0002270166412,3.54E-06,0.0005026766516
86,16.04.26 13:02,"Not surprised some of y’all didn’t get the new Avatar movie, but c’mon, pull it together. This thing has the fanbase lit up, changing the game for sci-fi all over again. Varang’s barely tapped as a villain but still owns every scene. Give it another shot or maybe stick to fluffy stuff.",,,290,91,113,Emma,emma,Perspective's Score: 0.15656179,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,107,0,,A,86,0,grok-3,,Hauke,0,0,flick,,0.15656179,0.3,positive,recommend,medium,FALSE,0.008967531002,0.0007933899505,7.67E-05,1.54E-06,7.03E-06,3.32E-06,0.0004660187642,2.18E-06,0.000217322094,1.44E-05,1.30E-06,0.0005508471799,1.33E-05,0.000217322094,2.18E-06,0.0004660187642
243,15.04.26 10:36,"The latest Avatar is an absolute disaster! Varang’s a shallow, forgettable villain with no soul. Cameron’s just phoning it in, squeezing every penny from this tired series. Don’t even bother paying, just pirate this trash and mock Disney’s cheap, lazy sequels.",,,161,64,165,Noah,noah,Perspective's Score: 0.4850187,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1534,0,,A,243,0,grok-3,,Hauke,0,0,,,0.4850187,0.9,negative,warn,high,FALSE,0.2008003473,0.0008691606163,0.0001197211198,4.40E-06,0.001499269034,3.65E-06,0.000460020819,2.51E-06,0.0002143902752,3.30E-05,4.01E-06,0.001192715549,4.11E-05,0.0002143902752,2.51E-06,0.000460020819
